ID	Name	_CATEGORY	UiID	Genre	SubType	DetailType	Quality	Price	BindType	MaxExistTime	MaxExistAmount	MaxDurability	CanStack	CanConsume	CanTrade	CanDestroy	ScriptName	SkillID	SkillLevel	_LEVEL	CoolDownID	RequireLevel	RequireProfessionID	RequireProfessionBranch	RequireProfessionLevel	RequireGender	CanUseOnHorse	CanUseInFight	CanGoodCampUse	CanEvilCampUse	CanNeutralCampUse	AucGenre	AucSubType	RequireForce	RequireCamp	TargetType	Prefix	Postfix	EnchantID	BoxID	ExistType	MapBanUseItemMask	IgnoreBindMask	BelongForceMask	CanShared	MapBanTradeItemMask	MapCanExistItemMask	BelongSchoolMask
25962	食谱：通花软牛肠	生活技艺_烹饪配方	154029	3	0	0	0	129355	3	0	0	5	1	1	1	1		0	0	95	0		0	0	0	0	0	0	1	1	1	8	2	0	7	0			0	0	0	39	0	65013759				
25963	食谱：清凉月霍碎	生活技艺_烹饪配方	154030	3	0	0	0	129355	3	0	0	5	1	1	1	1		0	0	95	0		0	0	0	0	0	0	1	1	1	8	2	0	7	0			0	0	0	39	0	65013759				
25964	食谱：天花毕罗	生活技艺_烹饪配方	154031	3	0	0	0	129355	3	0	0	5	1	1	1	1		0	0	95	0		0	0	0	0	0	0	1	1	1	8	2	0	7	0			0	0	0	39	0	65013759				
25965	食谱：烧尾宴	生活技艺_烹饪配方	154032	3	0	0	0	129355	3	0	0	5	1	1	1	1		0	0	95	0		0	0	0	0	0	0	1	1	1	8	2	0	7	0			0	0	0	39	0	65013759				
25966	食谱：佳·同心生结脯	生活技艺_烹饪配方	154033	3	0	0	0	129355	3	0	0	5	1	1	1	1		0	0	95	0		0	0	0	0	0	0	1	1	1	8	2	0	7	0			0	0	0	39	0	65013759				
25967	食谱：佳·火焰盏口堆	生活技艺_烹饪配方	154034	3	0	0	0	129355	3	0	0	5	1	1	1	1		0	0	95	0		0	0	0	0	0	0	1	1	1	8	2	0	7	0			0	0	0	39	0	65013759				
25968	食谱：佳·巨胜奴	生活技艺_烹饪配方	154035	3	0	0	0	129355	3	0	0	5	1	1	1	1		0	0	95	0		0	0	0	0	0	0	1	1	1	8	2	0	7	0			0	0	0	39	0	65013759				
25969	食谱：佳·贵妃红	生活技艺_烹饪配方	154036	3	0	0	0	129355	3	0	0	5	1	1	1	1		0	0	95	0		0	0	0	0	0	0	1	1	1	8	2	0	7	0			0	0	0	39	0	65013759				
25970	食谱：佳·水炼犊	生活技艺_烹饪配方	154037	3	0	0	0	129355	3	0	0	5	1	1	1	1		0	0	95	0		0	0	0	0	0	0	1	1	1	8	2	0	7	0			0	0	0	39	0	65013759				
25971	食谱：佳·五生盘	生活技艺_烹饪配方	154038	3	0	0	0	129355	3	0	0	5	1	1	1	1		0	0	95	0		0	0	0	0	0	0	1	1	1	8	2	0	7	0			0	0	0	39	0	65013759				
25972	食谱：佳·通花软牛肠	生活技艺_烹饪配方	154039	3	0	0	0	129355	3	0	0	5	1	1	1	1		0	0	95	0		0	0	0	0	0	0	1	1	1	8	2	0	7	0			0	0	0	39	0	65013759				
25973	食谱：佳·清凉月霍碎	生活技艺_烹饪配方	154040	3	0	0	0	129355	3	0	0	5	1	1	1	1		0	0	95	0		0	0	0	0	0	0	1	1	1	8	2	0	7	0			0	0	0	39	0	65013759				
25974	食谱：佳·天花毕罗	生活技艺_烹饪配方	154041	3	0	0	0	129355	3	0	0	5	1	1	1	1		0	0	95	0		0	0	0	0	0	0	1	1	1	8	2	0	7	0			0	0	0	39	0	65013759				
25975	食谱：佳·烧尾宴	生活技艺_烹饪配方	154042	3	0	0	0	129355	3	0	0	5	1	1	1	1		0	0	95	0		0	0	0	0	0	0	1	1	1	8	2	0	7	0			0	0	0	39	0	65013759				
25976	药方：玉蟾丹	生活技艺_医术配方	154043	3	0	0	0	129355	3	0	0	5	1	1	1	1		0	0	95	0		0	0	0	0	0	0	1	1	1	8	3	0	7	0			0	0	0	39	0	65013759				
25977	药方：玉华丹	生活技艺_医术配方	154044	3	0	0	0	129355	3	0	0	5	1	1	1	1		0	0	95	0		0	0	0	0	0	0	1	1	1	8	3	0	7	0			0	0	0	39	0	65013759				
25978	药方：清灵丹	生活技艺_医术配方	154045	3	0	0	0	129355	3	0	0	5	1	1	1	1		0	0	95	0		0	0	0	0	0	0	1	1	1	8	3	0	7	0			0	0	0	39	0	65013759				
25979	药方：震灵丹	生活技艺_医术配方	154046	3	0	0	0	129355	3	0	0	5	1	1	1	1		0	0	95	0		0	0	0	0	0	0	1	1	1	8	3	0	7	0			0	0	0	39	0	65013759				
25980	药方：玉璃丹	生活技艺_医术配方	154047	3	0	0	0	129355	3	0	0	5	1	1	1	1		0	0	95	0		0	0	0	0	0	0	1	1	1	8	3	0	7	0			0	0	0	39	0	65013759				
25981	药方：白信丹	生活技艺_医术配方	154048	3	0	0	0	129355	3	0	0	5	1	1	1	1		0	0	95	0		0	0	0	0	0	0	1	1	1	8	3	0	7	0			0	0	0	39	0	65013759				
25982	药方：妙香丹	生活技艺_医术配方	154049	3	0	0	0	129355	3	0	0	5	1	1	1	1		0	0	95	0		0	0	0	0	0	0	1	1	1	8	3	0	7	0			0	0	0	39	0	65013759				
25983	药方：玉枢丹	生活技艺_医术配方	154050	3	0	0	0	129355	3	0	0	5	1	1	1	1		0	0	95	0		0	0	0	0	0	0	1	1	1	8	3	0	7	0			0	0	0	39	0	65013759				
25984	药方：灵寿丹	生活技艺_医术配方	154051	3	0	0	0	129355	3	0	0	5	1	1	1	1		0	0	95	0		0	0	0	0	0	0	1	1	1	8	3	0	7	0			0	0	0	39	0	65013759				
25985	药方：佳·清灵丹	生活技艺_医术配方	154052	3	0	0	0	129355	3	0	0	5	1	1	1	1		0	0	95	0		0	0	0	0	0	0	1	1	1	8	3	0	7	0			0	0	0	39	0	65013759				
25986	药方：佳·震灵丹	生活技艺_医术配方	154053	3	0	0	0	129355	3	0	0	5	1	1	1	1		0	0	95	0		0	0	0	0	0	0	1	1	1	8	3	0	7	0			0	0	0	39	0	65013759				
25987	药方：佳·妙香丹	生活技艺_医术配方	154054	3	0	0	0	129355	3	0	0	5	1	1	1	1		0	0	95	0		0	0	0	0	0	0	1	1	1	8	3	0	7	0			0	0	0	39	0	65013759				
25988	药方：佳·玉枢丹	生活技艺_医术配方	154055	3	0	0	0	129355	3	0	0	5	1	1	1	1		0	0	95	0		0	0	0	0	0	0	1	1	1	8	3	0	7	0			0	0	0	39	0	65013759				
25989	药方：佳·灵寿丹	生活技艺_医术配方	154056	3	0	0	0	129355	3	0	0	5	1	1	1	1		0	0	95	0		0	0	0	0	0	0	1	1	1	8	3	0	7	0			0	0	0	39	0	65013759				
25990	药方：佳·玉璃丹	生活技艺_医术配方	154057	3	0	0	0	129355	3	0	0	5	1	1	1	1		0	0	95	0		0	0	0	0	0	0	1	1	1	8	3	0	7	0			0	0	0	39	0	65013759				
25991	药方：佳·白信丹	生活技艺_医术配方	154058	3	0	0	0	129355	3	0	0	5	1	1	1	1		0	0	95	0		0	0	0	0	0	0	1	1	1	8	3	0	7	0			0	0	0	39	0	65013759				
25992	西汉五铢	95级声望相关	154066				3				1000	100		1	0																																	
25993	佳·唐安啖	生活技艺_烹饪产物	154061	14	1	0	4	1	1	0	0	20	1	1	1	1	scripts/Craft/回复活力道具.lua			90	130		0	0	0	0	0	0	1	1	1	9	1	0	7	0			0	0	0	37						
25994	佳·箸头春	生活技艺_烹饪产物	154062	14	1	0	4	1	1	0	0	20	1	1	1	1	scripts/Craft/回复活力道具.lua			90	130		0	0	0	0	0	0	1	1	1	9	1	0	7	0			0	0	0	37						
25995	见风消	生活技艺_烹饪产物	154063				4	1																																			0					
25996	七返膏	生活技艺_烹饪产物	154064				4	1																																			0					
25997	陶泥	驯养系统宠物流程道具	154067				1		3		1		0		0																																	
25998	青蕊茶	长歌门	154068	2			2		3		1				0																																	
25999	梨花酿	长歌门	154069	2			2		3		1				0		scripts\Map\长歌门\item\梨花酿.lua																															
26000	妞妞	长歌门	154070	2			1		3		1				0																																	
26001	白术种子	帮会领地	154071	3	0	0		199950	1	0	200	200	1	1	1	1		0	0	0	147		0	0	0	0	0	0	1	1	1	99	2	0	7	0			0	0	0							
26002	紫苏种子	帮会领地	154072	3	0	0		199950	1	0	200	200	1	1	1	1		0	0	0	147		0	0	0	0	0	0	1	1	1	99	2	0	7	0			0	0	0							
26003	小鱼干	长歌门	154073	2			1		3		1				0		scripts\Map\长歌门\item\小鱼干.lua																															
26004	碎玉	长歌门	154074				1				1		0																																			
26005	胭脂	长歌门	154075				1				1		0																																			
26006	牛角	长歌门	154076				1				1		0																																			
26007	不明的液体	长歌门	154077				1				1		0																																			
26008	毛巾	长歌门	154078				1				1		0																																			
26009	一坛美酒	驯养系统宠物流程道具	154079	2			1		3		1		0		0		scripts/Map/世界奇遇/宠物奇缘奇遇/item/捉妖记_喝酒_Start.lua				144																											
26010	“芳侠曲”琴谱	阴山大草原	154080	2			1		3		1				0																																	
26011	“十二楼音”琴谱	阴山大草原	154081	2			1		3		1				0																																	
26012	虫草丹	阴山大草原	154082	1	3	0	3		1	0	1		1	1	0	1		7951	18	90	0		0	0	0	0	0	0	1	1	1	9	2	0	7	0			0	0	0							
26013	藏宝图碎片	寻宝系统	154083	2			3		3		3	3		1	0		scripts/Map/寻宝系统/item/藏宝碎片.lua																															
26014	藏宝图	寻宝系统	154084	2			4		3		1			1	0		scripts/Map/寻宝系统/item/藏宝图.lua																															
26015	甘霖·吉祥	世界通用	154085				4		3	2592000	1			1	0		scripts\Map\世界通用\item\补偿道具添加补偿Buff.lua				312																				3							
26016	甘霖·如意	世界通用	154086				4		3	2592000	1			1	0		scripts\Map\世界通用\item\补偿道具添加补偿Buff.lua				312																				3							
26017	甘霖·天瑞	世界通用	154087				4		3	2592000	1			1	0		scripts\Map\世界通用\item\补偿道具添加补偿Buff.lua				312																				3							
26018	血至尊·逐狱	成就系统兑换趣味道具	154088	18	2	3723	4	0	3	0	0	1		1	0	1	scripts\Exterior\UseExteriorItem.lua	0	0	0	0		0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0	39	0					
26019	惠·上品长生丹	千岛湖	154089	1	3	0	4	20475	3	0	0	20	1	1	1	1		7951	28	90	0		0	0	0	0	0	0	1	1	1	9	2	0	7	0			0	0	0							
26020	惠·上品凝神丹	千岛湖	154090	1	3	0	4	20475	3	0	0	20	1	1	1	1		7951	29	90	0		0	0	0	0	0	0	1	1	1	9	2	0	7	0			0	0	0							
26021	惠·上品止血丹	千岛湖	154091	1	1	0	4	20475	3	0	0	20	1	1	1	1		7067	12	90	0		0	0	0	0	1	1	1	1	1	9	2	0	7	0			0	0	0							
26022	惠·上品活络丹	千岛湖	154092	1	1	0	4	20475	3	0	0	20	1	1	1	1	scripts/item/内力道具修改为回100气力值-消耗.lua	0	0	90	0		0	0	0	0	1	1	1	1	1	9	2	0	7	0			0	0	0							
26023	惠·麻香软骨脆	千岛湖	154093	14	3	0	4	15355	3	0	0	20	1	1	1	1		7949	32	90	0		0	0	0	0	0	0	1	1	1	9	1	0	7	0			0	0	0							
26024	惠·走油蹄髈	千岛湖	154094	14	3	0	4	15355	3	0	0	20	1	1	1	1		7949	33	90	0		0	0	0	0	0	0	1	1	1	9	1	0	7	0			0	0	0							
26025	惠·葱爆肉丁	千岛湖	154095	14	3	0	4	15355	3	0	0	20	1	1	1	1		7949	34	90	0		0	0	0	0	0	0	1	1	1	9	1	0	7	0			0	0	0							
26026	画纸	驯养系统宠物流程道具	154096	2			1		3		1		0		0		scripts/Map/世界奇遇/宠物奇缘奇遇/item/孩童书_画纸_START.lua																															
26027	青铜锭	驯养系统宠物流程道具	154097	2			1		3		1		0		0												1																					
26028	夜斩白·清风	Act_运营及版本道具	154098	18	2	4130	4		3					1			scripts\Exterior\UseExteriorItem.lua															22	1															
26029	《流云局》	驯养系统宠物流程道具	154099	2			4		3		1		0		0																																	
26030	迷药	驯养系统宠物流程道具	154100	2			1		3		1				0																																	
26031	长歌·七弦古意·钧天	生活技艺_活动产物	154101				4	1	3			20		1			scripts/Craft/item/兵鉴和谐补偿相关.lua			90												9	7									37						
26032	长歌·七弦古意·变天	生活技艺_活动产物	154102				4	1	3			20		1			scripts/Craft/item/兵鉴和谐补偿相关.lua			90												9	7									37						
26033	长歌·七弦古意·旻天	生活技艺_活动产物	154103				4	1	3			20		1			scripts/Craft/item/兵鉴和谐补偿相关.lua			90												9	7									37						
26034	长歌·七弦古意·玄天	生活技艺_活动产物	154104				4	1	3			20		1			scripts/Craft/item/兵鉴和谐补偿相关.lua			90												9	7									37						
26035	叶薇儿的糖葫芦	驯养系统宠物流程道具	154105	2			1		3		1		0		0																																	
26036	食谱：佳·过门香	生活技艺_烹饪配方	154106	3	0	0	0	129355	3	0	0	5	1	1	1	1		0	0	95	0		0	0	0	0	0	0	1	1	1	8	2	0	7	0			0	0	0	39	0	65013759				
26037	食谱：佳·金铃炙	生活技艺_烹饪配方	154107	3	0	0	0	129355	3	0	0	5	1	1	1	1		0	0	95	0		0	0	0	0	0	0	1	1	1	8	2	0	7	0			0	0	0	39	0	65013759				
26038	名贵古琴	长歌门	154108	2			1		3		6	6			0																																	
26039	火折子	长歌门	154109	2			1		3		1				0		scripts\Map\长歌门\item\火折子.lua																															
26040	六炉金龙丹	驯养系统饲料道具	154110	13	9	100	4		3		120	120		1	0																																	
26041	陈一的练习书页	驯养系统宠物奇遇流程道具	154111	2		0	1	0	3	0	0	1	0		0	1		0	0	0	0		0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0	39	0					
26042	陈一的功课答卷	驯养系统宠物奇遇流程道具	154112	2		0	1	0	3	0	0	1	0	0	0	0		0	0	0	0		0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0	35	0					
26043	被乱涂乱画的墨宝	驯养系统宠物奇遇流程道具	154113	2		0	1	0	3	0	0	1	0	0	0	0		0	0	0	0		0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0	35	0					
26044	偷书小兽	驯养系统宠物奇遇流程道具	154114	2		0	1	0	3	0	0	1	0	0	0	0		0	0	0	0		0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0	35	0					
26045	未刻完的木头鱼	驯养系统宠物奇遇流程道具	154115	2		0	1	0	3	0	0	1	0		0	1		0	0	0	0		0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0	39	0					
26046	新的功课题目	驯养系统宠物奇遇流程道具	154116	2		0	1	0	3	0	0	1	0	0	0	0		0	0	0	0		0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0	35	0					
26047	一只小陶罐	驯养系统宠物奇遇流程道具	154117	2		0	1	0	3	0	1	1	0	0	0	1	scripts/Map/跟宠系统/item/洛道_红绸_空的小陶罐.lua	0	0	0	0		0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0	39	0					
26048	装满井水的小陶罐	驯养系统宠物奇遇流程道具	154118	3	0	0	1	0	3	0	1	1	0	0	0	0		0	0	0	0		0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0	35	0					
26049	一只空水囊	驯养系统宠物奇遇流程道具	154119	2		0	1	0	3	0	0	1	0	0	0	1	scripts/Map/跟宠系统/item/洛道_红绸_空的水囊.lua	0	0	0	0		0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0	39	0					
26050	装满泉水的水囊	驯养系统宠物奇遇流程道具	154120	2		0	1	0	3	0	0	1	1	0	0	0		0	0	0	0		0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0	35	0					
26051	井毒解药	驯养系统宠物奇遇流程道具	154121	2		0	1	0	3	0	0	1	1	0	0	0		0	0	0	0		0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0	35	0					
26052	小泥娃娃	驯养系统宠物奇遇流程道具	154122	2		0	1	0	3	0	0	1	1	0	0	0		0	0	0	0		0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0	35	0					
26053	陶蛋儿的风筝	驯养系统宠物奇遇流程道具	154123	2		0	1	0	3	0	0	1	1	0	0	1		0	0	0	0		0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0	39	0					
26054	酒坛子“妖怪”	驯养系统宠物奇遇流程道具	154124	2		0	1	0	3	0	0	1	1	0	0	1		0	0	0	0		0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0	39	0					
26055	一块腰牌	驯养系统宠物奇遇流程道具	154125	2		0	1	0	3	0	1	1	0		0	1		0	0	0	0		0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0	39	0					
26056	一坛琼泉酿	驯养系统宠物奇遇流程道具	154126	2			1		3		1		0		0	0																																
26057	三炉废弃	驯养系统饲料道具	154127	13	9				3			5		1	0																																	
26058	宠物奇缘天书·枫林酒	驯养系统宠物奇遇流程道具	154128				4		3						0		scripts/Map/世界奇遇/宠物奇缘奇遇/item/枫林酒_枫林客_奇触发道具.lua																															
26059	宠物奇缘天书·红衣歌	驯养系统宠物奇遇流程道具	154129				4		3						0		scripts/Map/世界奇遇/宠物奇缘奇遇/item/红衣歌_红绸_奇遇触发道具.lua																															
26060	宠物奇缘天书·捉妖记	驯养系统宠物奇遇流程道具	154130				4		3						0		scripts/Map/世界奇遇/宠物奇缘奇遇/item/捉妖记_酒客_奇遇触发道具.lua																															
26061	宠物奇缘天书·孩童书	驯养系统宠物奇遇流程道具	154131				4		3						0		scripts/Map/世界奇遇/宠物奇缘奇遇/item/孩童书_一杠_奇遇触发道具.lua																															
26062	古琴	长歌门	154132	2			1		3		1				0		scripts\Map\长歌门\item\古琴.lua																															
26063	逆骨藏忠·深壑足饰	马具	154133	3	0	2	4		3	0	0	1	0	0	1	1	scripts\Map\世界通用\item\新老马具转换.lua	0	0	70	0		0	0	0	0	0	0	1	1	1	5	4	0	7	0			10230									
26064	逆骨藏忠·深壑鞍饰	马具	154134	3	0	1	4		3	0	0	1	0	0	1	1	scripts\Map\世界通用\item\新老马具转换.lua	0	0	70	0		0	0	0	0	0	0	1	1	1	5	5	0	7	0			10231									
26065	逆骨藏忠·深壑头饰	马具	154135	3	0	0	4		3	0	0	1	0	0	1	1	scripts\Map\世界通用\item\新老马具转换.lua	0	0	70	0		0	0	0	0	0	0	1	1	1	5	2	0	7	0			10232									
26066	逆骨藏忠·幽海足饰	马具	154136	3	0	2	4		3	0	0	1	0	0	1	1	scripts\Map\世界通用\item\新老马具转换.lua	0	0	70	0		0	0	0	0	0	0	1	1	1	5	4	0	7	0			10233									
26067	逆骨藏忠·幽海鞍饰	马具	154137	3	0	1	4		3	0	0	1	0	0	1	1	scripts\Map\世界通用\item\新老马具转换.lua	0	0	70	0		0	0	0	0	0	0	1	1	1	5	5	0	7	0			10234									
26068	逆骨藏忠·幽海头饰	马具	154138	3	0	0	4		3	0	0	1	0	0	1	1	scripts\Map\世界通用\item\新老马具转换.lua	0	0	70	0		0	0	0	0	0	0	1	1	1	5	2	0	7	0			10235									
26069	逆骨藏忠·欲炎足饰	马具	154139	3	0	2	4		3	0	0	1	0	0	1	1	scripts\Map\世界通用\item\新老马具转换.lua	0	0	70	0		0	0	0	0	0	0	1	1	1	5	4	0	7	0			10236									
26070	逆骨藏忠·欲炎鞍饰	马具	154140	3	0	1	4		3	0	0	1	0	0	1	1	scripts\Map\世界通用\item\新老马具转换.lua	0	0	70	0		0	0	0	0	0	0	1	1	1	5	5	0	7	0			10237									
26071	逆骨藏忠·欲炎头饰	马具	154141	3	0	0	4		3	0	0	1	0	0	1	1	scripts\Map\世界通用\item\新老马具转换.lua	0	0	70	0		0	0	0	0	0	0	1	1	1	5	2	0	7	0			10238									
26072	小寄东风·深壑	马具	154142	3	0	3	4		3	0	0	1	0	0	1	1	scripts\Map\世界通用\item\新老马具转换.lua	0	0	70	0		0	0	0	0	0	0	1	1	1	5	3	0	7	0			10239									
26073	小寄东风·幽海	马具	154143	3	0	3	4		3	0	0	1	0	0	1	1	scripts\Map\世界通用\item\新老马具转换.lua	0	0	70	0		0	0	0	0	0	0	1	1	1	5	3	0	7	0			10240									
26074	小寄东风·欲炎	马具	154144	3	0	3	4		3	0	0	1	0	0	1	1	scripts\Map\世界通用\item\新老马具转换.lua	0	0	70	0		0	0	0	0	0	0	1	1	1	5	3	0	7	0			10241									
26075	云间金月·星野	Act_运营及版本道具	154145	18	2	4147	4										scripts\Exterior\UseExteriorItem.lua															22	1															
26076	云间金月·镶云	Act_运营及版本道具	154146	18	2	4148	4										scripts\Exterior\UseExteriorItem.lua															22	1															
26077	云间金月·月影	Act_运营及版本道具	154147	18	2	4149	4										scripts\Exterior\UseExteriorItem.lua															22	1															
26078	云间金月·点漆	Act_运营及版本道具	154148	18	2	4150	4										scripts\Exterior\UseExteriorItem.lua															22	1															
26079	闇换年轮·宝扇	Act_运营及版本道具	154149	18	2	4143	4										scripts\Exterior\UseExteriorItem.lua															22	1															
26080	闇换年轮·馔玉	Act_运营及版本道具	154150	18	2	4144	4										scripts\Exterior\UseExteriorItem.lua															22	1															
26081	闇换年轮·绸绦	Act_运营及版本道具	154151	18	2	4145	4										scripts\Exterior\UseExteriorItem.lua															22	1															
26082	闇换年轮·杏芳	Act_运营及版本道具	154152	18	2	4146	4										scripts\Exterior\UseExteriorItem.lua															22	1															
26083	无色舞·雾谷	Act_运营及版本道具	154153	18	2	4151	4										scripts\Exterior\UseExteriorItem.lua															22	1															
26084	无色舞·落霜	Act_运营及版本道具	154154	18	2	4152	4										scripts\Exterior\UseExteriorItem.lua															22	1															
26085	无色舞·凝露	Act_运营及版本道具	154155	18	2	4153	4										scripts\Exterior\UseExteriorItem.lua															22	1															
26086	无色舞·寒江	Act_运营及版本道具	154156	18	2	4154	4										scripts\Exterior\UseExteriorItem.lua															22	1															
26087	金陵意气·福源	Act_运营及版本道具	154157	18	2	4155	4										scripts\Exterior\UseExteriorItem.lua															22	1															
26088	金陵意气·吉兆	Act_运营及版本道具	154158	18	2	4156	4										scripts\Exterior\UseExteriorItem.lua															22	1															
26089	金陵意气·鸿图	Act_运营及版本道具	154159	18	2	4157	4										scripts\Exterior\UseExteriorItem.lua															22	1															
26090	金陵意气·春风	Act_运营及版本道具	154160	18	2	4158	4										scripts\Exterior\UseExteriorItem.lua															22	1															
26092	《风起稻香》标准版	Act_运营及版本道具	154162	18	1	11342	4		3					1	0																																	
26093	《龙争虎斗》标准版	Act_运营及版本道具	154163	18	1	13712	4		3					1	0		scripts/Map/Act_运营活动通用/item/新版商城实体道具.lua																															
26094	美术设定集礼包	Act_运营及版本道具	154164	18	1	13146	4		3					1	0		scripts/Map/Act_运营活动通用/item/新版商城实体道具.lua																															
26095	剑网3方形抱枕	Act_运营及版本道具	154165	18			4		3					1	0																																	
26096	萌动江湖·藏剑	Act_运营及版本道具	154166	18	1	13166	4		3					1	0		scripts/Map/Act_运营活动通用/item/新版商城实体道具.lua																															
26097	萌动江湖·七秀	Act_运营及版本道具	154167	18	1	13166	4		3					1	0		scripts/Map/Act_运营活动通用/item/新版商城实体道具.lua																															
26098	萌动江湖·五毒	Act_运营及版本道具	154168	18	1	13166	4		3					1	0		scripts/Map/Act_运营活动通用/item/新版商城实体道具.lua																															
26099	萌动江湖·苍云	Act_运营及版本道具	154169	18	1	13166	4		3					1	0		scripts/Map/Act_运营活动通用/item/新版商城实体道具.lua																															
26100	萌动江湖·纯阳	Act_运营及版本道具	154170	18	1	13166	4		3					1	0		scripts/Map/Act_运营活动通用/item/新版商城实体道具.lua																															
26101	萌动江湖·丐帮	Act_运营及版本道具	154171	18	1	13166	4		3					1	0		scripts/Map/Act_运营活动通用/item/新版商城实体道具.lua																															
26102	萌动江湖·明教	Act_运营及版本道具	154172	18	1	13166	4		3					1	0		scripts/Map/Act_运营活动通用/item/新版商城实体道具.lua																															
26103	萌动江湖·少林	Act_运营及版本道具	154173	18	1	13166	4		3					1	0		scripts/Map/Act_运营活动通用/item/新版商城实体道具.lua																															
26104	萌动江湖·万花	Act_运营及版本道具	154174	18	1	13166	4		3					1	0		scripts/Map/Act_运营活动通用/item/新版商城实体道具.lua																															
26105	萌动江湖·唐门	Act_运营及版本道具	154175	18	1	13166	4		3					1	0		scripts/Map/Act_运营活动通用/item/新版商城实体道具.lua																															
26106	萌动江湖·天策	Act_运营及版本道具	154176	18	1	13166	4		3					1	0		scripts/Map/Act_运营活动通用/item/新版商城实体道具.lua																															
26107	一代宗师·叶英	Act_运营及版本道具	154177	18	1	13711	4		3					1	0		scripts/Map/Act_运营活动通用/item/新版商城实体道具.lua																															
26108	大图谱包	Act_运营及版本道具	154178				3		3		1000	200		1	0		scripts/Map/世界通用/item/兵甲图谱转炼气丸.lua																															
26109	剑网3等身抱枕	Act_运营及版本道具	154179	18			4		3					1	0																																	
26110	萌动江湖·11门派	Act_运营及版本道具	154180	18	1	13166	4		3					1	0		scripts/Map/Act_运营活动通用/item/新版商城实体道具.lua																															
26111	《剑器浑脱·繁音急节》人偶图绝章	技能秘笈	154181	3	5	0	4	22537		0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0											7	4										1					
26112	《剑器浑脱·繁音急节》人偶图绝章	帮会书库秘笈	154182	3	5	0	4	22537	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0											7	4										1					
26113	白鹿游仙盒	运营活动道具	154183	3	0	0	4	0	1	1450652400	1	1	0	0	0	1	scripts/Map/充值奖励/item/充值促销礼盒道具通用脚本.lua	0	0	0	144		0	0	0	0	1	0	1	1	1	4	4	0	7	0			0	0	4	39	0					
26116	空水桶	七秀	154186	2			1		3		1			1			scripts/Map/七秀/item/重制版_空水桶.lua																															
26117	一桶水	七秀	154187	2			1		3		1			1	0																																	
26118	剑网3方形抱枕	Act_运营及版本道具	154189	18			4		3					1	0																																	
26119	花瓣	ACT_95级门派事件	154190	2			2		3	86400		2000		1	0																										3							
26120	珠联璧合·渊	生活技能特殊材料	154191	3	0	0	4	0	1	0	0	1	1	0	0	1		0	0	80	0		0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0							
26121	珠·渊	生活技艺_铸造产物	154192	3	0	0	4	1	1	0	0	5	1	1	1	1	scripts\Craft\item\巴蜀珠联璧合.lua	0	0	255	0		0	0	0	0	0	0	1	1	1	10	8	0	7	0			0	0	0							
26122	璧·渊	生活技艺_铸造产物	154193	3	0	0	4	1	1	0	0	5	1	1	1	1	scripts\Craft\item\巴蜀珠联璧合.lua	0	0	255	0		0	0	0	0	0	0	1	1	1	10	8	0	7	0			0	0	0							
26123	刺绣图：咸阳护腰	生活技艺_缝纫配方	154194				0	129355	3			20		1						90												8	1									37	0					
26124	刺绣图：黄埃护腰	生活技艺_缝纫配方	154195				0	129355	3			20		1						90												8	1									37	0					
26125	刺绣图：绪风护腰	生活技艺_缝纫配方	154196				0	129355	3			20		1						90												8	1									37	0					
26126	刺绣图：云笛护腰	生活技艺_缝纫配方	154197				0	129355	3			20		1						90												8	1									37	0					
26127	刺绣图：云秋护腰	生活技艺_缝纫配方	154198				0	129355	3			20		1						90												8	1									37	0					
26128	刺绣图：繁霜降护腰	生活技艺_缝纫配方	154199				0	129355	3			20		1						90												8	1									37	0					
26129	刺绣图：咸阳衫	生活技艺_缝纫配方	154200				0	129355	3			20		1						90												8	1									37	0					
26130	刺绣图：黄埃衫	生活技艺_缝纫配方	154201				0	129355	3			20		1						90												8	1									37	0					
26131	刺绣图：绪风衫	生活技艺_缝纫配方	154202				0	129355	3			20		1						90												8	1									37	0					
26132	刺绣图：云笛衫	生活技艺_缝纫配方	154203				0	129355	3			20		1						90												8	1									37	0					
26133	刺绣图：云秋衫	生活技艺_缝纫配方	154204				0	129355	3			20		1						90												8	1									37	0					
