SkillID	Level	IconID	Show	CombatShow	Formation	FormationCaster	PracticeID	SortOrder	CommonUse	Remark	Name	Desc	ShortDesc	SpecialDesc	KungfuDesc	HelpDesc	IsShowInNewSkill	CanDrag	SkillRelyOnShow	SkillRelyOnNotShow	IsShowNotLearn	IsHotkeyExitWhenForget	Buff	Debuff	BlackList	SimpleDesc	AutoSelectTarget	Decoration	nInterruptIcon	nOTActionShowType	bShowLevel	nFightLogFlag
2604	0	636	1	1	0	0	0	1		(2604) 攻击_豪魄	豪魄	豪魄					1										0					
2604	1	636	1	1	0	0	0	1		(2604) 攻击_豪魄	豪魄	“灭”对目标伤害提高10%，对自身伤害降低20%。	“灭”对目标伤害提高10%，对自身伤害降低20%。				1										0					
2604	2	636	1	1	0	0	0	1		(2604) 攻击_豪魄	豪魄	“灭”对目标伤害提高20%，对自身伤害降低40%。	“灭”对目标伤害提高20%，对自身伤害降低40%。				1										0					
2604	3	636	1	1	0	0	0	1		(2604) 攻击_豪魄	豪魄	“灭”对目标伤害提高30%，对自身伤害降低60%。	“灭”对目标伤害提高30%，对自身伤害降低60%。				1										0					
2605	0	639	1	1	0	0	0	1		(2605) 攻击_飞将	飞将	施展“突”将解除自身锁足及减速状态。	施展“突”将解除自身锁足及减速状态。				1										0					
2606	0	656	1	1	0	0	0	1		(2606) 攻击_白羽	白羽	白羽					1										0					
2606	1	656	1	1	0	0	0	1		(2606) 攻击_白羽	白羽	“疾如风”效果提高33%，调息时间降低10秒，成功施展后解除所有移动限制，并且不受招式控制，持续<BUFF 855 1 time>	“疾如风”效果提高33%，调息时间降低10秒，成功施展后解除所有移动限制，并且不受招式控制，持续<BUFF 855 1 time>				1										0					
2606	2	656	1	1	0	0	0	1		(2606) 攻击_白羽	白羽	“疾如风”效果提高66%，调息时间降低20秒，成功施展后解除所有移动限制，并且不受招式控制，持续<BUFF 855 2 time>	“疾如风”效果提高66%，调息时间降低20秒，成功施展后解除所有移动限制，并且不受招式控制，持续<BUFF 855 2 time>				1										0					
2606	3	656	1	1	0	0	0	1		(2606) 攻击_白羽	白羽	“疾如风”效果提高100%，调息时间降低30秒，成功施展后解除所有移动限制，并且不受招式控制，持续<BUFF 855 3 time>	“疾如风”效果提高100%，调息时间降低30秒，成功施展后解除所有移动限制，并且不受招式控制，持续<BUFF 855 3 time>				1										0					
2607	0	640	1	1	0	0	0	1		(2607) 攻击_纵轻骑	纵轻骑	纵轻骑					1										0					
2607	1	640	1	1	0	0	0	1		(2607) 攻击_纵轻骑	纵轻骑	“任驰骋”调息时间降低10秒，成功上马后你在2.5秒内不受任何招式控制，并且不会被击下马。	“任驰骋”调息时间降低10秒，成功上马后你在2.5秒内不受任何招式控制，并且不会被击下马。				1										0					
2607	2	640	1	1	0	0	0	1		(2607) 攻击_纵轻骑	纵轻骑	“任驰骋”调息时间降低20秒，成功上马后你在5秒内不受任何招式控制，并且不会被击下马。	“任驰骋”调息时间降低20秒，成功上马后你在5秒内不受任何招式控制，并且不会被击下马。				1										0					
2608	0	2995	1	1	0	0	0	1		(2608) 攻击_夜征	夜征	夜征					1										0					
2608	1	2995	1	1	0	0	0	1		(2608) 攻击_夜征	夜征	“灭”忽视目标25%外功防御等级，并对有“致残”效果的目标会心几率提高20%。“灭”有50%几率刷新“破风”效果。	“灭”忽视目标25%外功防御等级，并对有“致残”效果的目标会心几率提高20%。“灭”有50%几率刷新“破风”效果。				1										0					
2608	2	2995	1	1	0	0	0	1		(2608) 攻击_夜征	夜征	“灭”忽视目标50%外功防御等级，并对有“致残”效果的目标会心几率提高40%。“灭”有100%几率刷新“破风”效果。	“灭”忽视目标50%外功防御等级，并对有“致残”效果的目标会心几率提高40%。“灭”有100%几率刷新“破风”效果。				1										0					
2609	0	2997	1	1	0	0	0	1		(2609) 攻击_飞遁	飞遁	飞遁					1										0					
2609	1	2997	1	1	0	0	0	1		(2609) 攻击_飞遁	飞遁	“御奔突”调息时间降低60秒，成功施展后重置“游龙骑法”下其他招式的调息时间。	“御奔突”调息时间降低60秒，成功施展后重置“游龙骑法”下其他招式的调息时间。				1										0					
2609	2	2997	1	1	0	0	0	1		(2609) 攻击_飞遁	飞遁	“御奔突”调息时间降低120秒，成功施展后重置“游龙骑法”下其他招式的调息时间。	“御奔突”调息时间降低120秒，成功施展后重置“游龙骑法”下其他招式的调息时间。				1										0					
2610	0	2990	1	1	0	0	0	1		(2610) 攻击_满弓	满弓	满弓					1	1			1						0					
2610	1	2990	1	1	0	0	0	1		(2610) 攻击_满弓	满弓	“穿云”“龙吟”“龙牙”“霹雳”伤害提高2%	“穿云”“龙吟”“龙牙”“霹雳”伤害提高2%				1	1			1	1					0					
2610	2	2990	1	1	0	0	0	1		(2610) 攻击_满弓	满弓	“穿云”“龙吟”“龙牙”“霹雳”伤害提高4%	“穿云”“龙吟”“龙牙”“霹雳”伤害提高4%				1	1			1						0					
2610	3	2990	1	1	0	0	0	1		(2610) 攻击_满弓	满弓	“穿云”“龙吟”“龙牙”“霹雳”伤害提高6%	“穿云”“龙吟”“龙牙”“霹雳”伤害提高6%				1	1			1						0					
2611	0	2986	1	1	0	0	0	7		(2611) 天策-霹雳	霹雳	对目标及其附近额外的3个目标造成200%武器伤害并附加<SKILL PhysicsDamage>点(+<SKILLEx {D0} {SkillPhysicsAP}>)外功伤害，使目标<BUFF 2774 0 desc>，持续12秒，并附带“流血”“破风”效果。若玩家目标身上存在护盾，则基于自身最大生命值的40%击碎其护盾值，再造成外功伤害。<TALENT 2610 1 伤害提高2%><TALENT 2610 2 伤害提高4%><TALENT 2610 3 伤害提高6%>	对目标及其附近额外的3个目标造成200%武器伤害并附加<SKILL PhysicsDamage>点(+<SKILLEx {D0} {SkillPhysicsAP}>)外功伤害，使目标<BUFF 2774 0 desc>，持续10秒。<TALENT 2610 1 伤害提高2%><TALENT 2610 2 伤害提高4%><TALENT 2610 3 伤害提高6%>	越南海北霹雳动。		攻击技，降低目标的被疗伤效果。	1	1			1	1				攻击技，降低目标的被疗伤效果。	1					
2612	0	2988	1	1	0	0	0	1		(2612) 防御_傲骨	傲骨	傲骨					1										0					
2612	1	2988	1	1	0	0	0	1		(2612) 防御_傲骨	傲骨	每点体质额外增加0.25点拆招值，0.01点外功防御等级。该效果为固定效果，不受其他效果影响。	每点体质额外增加0.25点拆招值，0.01点外功防御等级。该效果为固定效果，不受其他效果影响。				1										0					
2612	2	2988	1	1	0	0	0	1		(2612) 防御_傲骨	傲骨	每点体质额外增加0.5点拆招值，0.02点外功防御等级。该效果为固定效果，不受其他效果影响。	每点体质额外增加0.5点拆招值，0.02点外功防御等级。该效果为固定效果，不受其他效果影响。				1										0					
2613	0	2989	1	1	0	0	0	1		(2613) 防御_巨细	巨细	巨细					1										0					
2613	1	2989	1	1	0	0	0	1		(2613) 防御_巨细	巨细	外功命中几率提高1%。	外功命中几率提高1%。				1										0					
2613	2	2989	1	1	0	0	0	1		(2613) 防御_巨细	巨细	外功命中几率提高2%。	外功命中几率提高2%。				1										0					
2614	0	2992	1	1	0	0	0	1		(2614) 防御_勤王	勤王	勤王					1										0					
2614	1	2992	1	1	0	0	0	1		(2614) 防御_勤王	勤王	内功防御等级提高3.3%，外功防御等级提高3.3%。	内功防御等级提高3.3%，外功防御等级提高3.3%。				1										0					
2614	2	2992	1	1	0	0	0	1		(2614) 防御_勤王	勤王	内功防御等级提高6.6%，外功防御等级提高6.6%。	内功防御等级提高6.6%，外功防御等级提高6.6%。				1										0					
2614	3	2992	1	1	0	0	0	1		(2614) 防御_勤王	勤王	内功防御等级提高10%，外功防御等级提高10%。	内功防御等级提高10%，外功防御等级提高10%。				1										0					
2615	0	652	1	1	0	0	0	1		(2615) 防御_不破	不破	不破					1										0					
2615	1	652	1	1	0	0	0	1		(2615) 防御_不破	不破	“守如山”调息时间降低30秒，成功施展后恢复自身最大气血值3%的气血值	“守如山”调息时间降低30秒，成功施展后恢复自身最大气血值3%的气血值				1										0					
2615	2	652	1	1	0	0	0	1		(2615) 防御_不破	不破	“守如山”调息时间降低60秒，成功施展后恢复自身最大气血值6%的气血值	“守如山”调息时间降低60秒，成功施展后恢复自身最大气血值6%的气血值				1										0					
2615	3	652	1	1	0	0	0	1		(2615) 防御_不破	不破	“守如山”调息时间降低90秒，成功施展后恢复自身最大气血值9%的气血值	“守如山”调息时间降低90秒，成功施展后恢复自身最大气血值9%的气血值				1										0					
2616	0	2993	1	1	0	0	0	1		(2616) 防御_金甲	金甲	金甲					1										0					
2616	1	2993	1	1	0	0	0	1		(2616) 防御_金甲	金甲	被攻击有12%几率获得“坚韧”效果，<BUFF 202 1 desc>，持续<BUFF 202 1 time>最多叠加5层，该效果一段时间内只能触发一次。	被攻击有12%几率获得“坚韧”效果，<BUFF 202 1 desc>，持续<BUFF 202 1 time>最多叠加5层，该效果一段时间内只能触发一次。				1										0					
2616	2	2993	1	1	0	0	0	1		(2616) 防御_金甲	金甲	被攻击有25%几率获得“坚韧”效果，<BUFF 202 1 desc>，持续<BUFF 202 1 time>最多叠加5层，该效果一段时间内只能触发一次。	被攻击有25%几率获得“坚韧”效果，<BUFF 202 1 desc>，持续<BUFF 202 1 time>最多叠加5层，该效果一段时间内只能触发一次。				1										0					
2617	0	2983	1	1	0	0	0	1		(2617) 防御_林虎	林虎	林虎					1										0					
2617	1	2983	1	1	0	0	0	1		(2617) 防御_林虎	林虎	“徐如林”成功几率提高10%，施展“啸如虎”将25%自身造成的伤害转化为自身气血值，持续10秒。	“徐如林”成功几率提高10%，施展“啸如虎”将25%自身造成的伤害转化为自身气血值，持续10秒。				1										0					
2617	2	2983	1	1	0	0	0	1		(2617) 防御_林虎	林虎	“徐如林”成功几率提高20%，施展“啸如虎”将50%自身造成的伤害转化为自身气血值，持续10秒。	“徐如林”成功几率提高20%，施展“啸如虎”将50%自身造成的伤害转化为自身气血值，持续10秒。				1										0					
2618	0	655	1	1	0	0	0	1		(2618) 防御_千重	千重	千重					1										0					
2618	1	655	1	1	0	0	0	1		(2618) 防御_千重	千重	“穿”附带少量威胁，伤害提高50%，有效范围增加50%，招式作用有效目标个数增加3个。	“穿”附带少量威胁，有效范围增加50%，招式作用有效目标个数增加3个。				1										0					
2618	2	655	1	1	0	0	0	1		(2618) 防御_千重	千重	“穿”附带大量威胁，伤害提高100%，有效范围增加100%，招式作用有效目标个数增加6个。	“穿”附带大量威胁，伤害提高100%，有效范围增加100%，招式作用有效目标个数增加6个。				1										0					
2619	0	1456	1	1	0	0	0	1		(2619) 防御_盘蛇	盘蛇	盘蛇					1										0					
2619	1	1456	1	1	0	0	0	1		(2619) 防御_盘蛇	盘蛇	“御”能额外抵御1次伤害。被攻击失去“御”效果时，使自身气血最大值提高3%，持续10秒，每被攻击失去1层“御”，该效果的持续时间累加10秒，只能在战斗状态下维持。	“御”能额外抵御1次伤害。被攻击失去“御”效果时，使自身气血最大值提高3%，持续10秒，每被攻击失去1层“御”，该效果的持续时间累加10秒，只能在战斗状态下维持。				1										0					
2619	2	1456	1	1	0	0	0	1		(2619) 防御_盘蛇	盘蛇	“御”能额外抵御1次伤害。被攻击失去“御”效果时，使自身气血最大值提高7%，持续10秒，每被攻击失去1层“御”，该效果的持续时间累加10秒，只能在战斗状态下维持。	“御”能额外抵御1次伤害。被攻击失去“御”效果时，使自身气血最大值提高7%，持续10秒，每被攻击失去1层“御”，该效果的持续时间累加10秒，只能在战斗状态下维持。				1										0					
2619	3	1456	1	1	0	0	0	1		(2619) 防御_盘蛇	盘蛇	“御”能额外抵御1次伤害。被攻击失去“御”效果时，使自身气血最大值提高10%，持续10秒，每被攻击失去1层“御”，该效果的持续时间累加10秒，只能在战斗状态下维持。	“御”能额外抵御1次伤害。被攻击失去“御”效果时，使自身气血最大值提高10%，持续10秒，每被攻击失去1层“御”，该效果的持续时间累加10秒，只能在战斗状态下维持。				1										0					
2620	0	2981	1	1	0	0	0	8		(2620) 天策-昂如岳	昂如岳	恢复自身气血最大值30%(<SKILLEx {D0} {MaxLife 0.3}>点)，使自身<BUFF 2777 0 desc>(<SKILLEx {D0} {MaxLifeBase 0.3}>点)，持续<BUFF 2777 0 time>。		任势者，其战人也，其昂如岳。			1	1			1	1					0					
2621	0	647	1	1	0	0	0	1		(2621) 防御_风之殇	风之殇	施展“破风”附加“<BUFF 552 0 name>”效果，随等级提升，每层使外功防御等级降低7-27点，最多叠加5层，并造成大量威胁。	施展“破风”附加“<BUFF 552 0 name>”效果，随等级提升，每层使外功防御等级降低7-27点，最多叠加5层，并造成大量威胁。				1										0					
2622	0	636	1	1	0	0	0	1		(2622) 防御_湮灭	湮灭	“灭”附带额外的威胁，并不再对自身造成伤害。					1										0					
2623	0	2984	1	1	0	0	0	1		(2623) 防御_留侯	留侯	留侯					1										0					
2623	1	2984	1	1	0	0	0	1		(2623) 防御_留侯	留侯	招架等级提高5%，拆招值提高10%，成功招架后有15%几率重置“定军”调息时间。	招架等级提高5%，拆招值提高10%，成功招架后有15%几率重置“定军”调息时间。				1										0					
2623	2	2984	1	1	0	0	0	1		(2623) 防御_留侯	留侯	招架等级提高10%，拆招值提高20%，成功招架后有30%几率重置“定军”调息时间。	招架等级提高10%，拆招值提高20%，成功招架后有30%几率重置“定军”调息时间。				1										0					
2623	3	2984	1	1	0	0	0	1		(2623) 防御_留侯	留侯	招架等级提高15%，拆招值提高30%，成功招架后有45%几率重置“定军”调息时间。	招架等级提高15%，拆招值提高30%，成功招架后有45%几率重置“定军”调息时间。				1										0					
2624	0	1480	1	1	0	0	0	1		(2624) 防御_日影	日影	日影					1										0					
2624	1	1480	1	1	0	0	0	1		(2624) 防御_日影	日影	施展“疾”使冲刺路径上的目标眩晕1秒，并附加15%的额外威胁。	施展“疾”使冲刺路径上的目标眩晕1秒，并附加15%的额外威胁。				1										0					
2624	2	1480	1	1	0	0	0	1		(2624) 防御_日影	日影	施展“疾”使冲刺路径上的目标眩晕2秒，并附加30%的额外威胁。	施展“疾”使冲刺路径上的目标眩晕2秒，并附加30%的额外威胁。				1										0					
2625	0	649	1	1	0	0	0	1		(2625) 防御_将威	将威	将威					1										0					
2625	1	649	1	1	0	0	0	1		(2625) 防御_将威	将威	“啸如虎”调息时间降低5秒，并使自身在“啸如虎”效果下被疗伤成效提高15%。	“啸如虎”调息时间降低5秒，并使自身在“啸如虎”效果下被疗伤成效提高15%。				1										0					
2625	2	649	1	1	0	0	0	1		(2625) 防御_将威	将威	“啸如虎”调息时间降低10秒，并使自身在“啸如虎”效果下被疗伤成效提高30%。	“啸如虎”调息时间降低10秒，并使自身在“啸如虎”效果下被疗伤成效提高30%。				1										0					
2626	0	646	1	1	0	0	0	1		(2626) 防御_仗剑	仗剑	仗剑					1										0					
2626	1	646	1	1	0	0	0	1		(2626) 防御_仗剑	仗剑	“定军”调息时间降低1秒，招式有效距离提高2尺，伤害提高50%。	“定军”调息时间降低1秒，招式有效距离提高2尺，伤害提高50%。				1										0					
2626	2	646	1	1	0	0	0	1		(2626) 防御_仗剑	仗剑	“定军”调息时间降低2秒，招式有效距离提高4尺，伤害提高100%。	“定军”调息时间降低2秒，招式有效距离提高4尺，伤害提高100%。				1										0					
2627	0	2994	1	1	0	0	0	1		(2627) 防御_引羌笛	引羌笛	引羌笛					1										0					
2627	1	2994	1	1	0	0	0	1		(2627) 防御_引羌笛	引羌笛	气血最大值提高4%，内力最大值提高4%。“掠如火”调息时间降低5秒，施展“掠如火”使团队成员获得无威胁气劲，持续3秒。	气血最大值提高4%，内力最大值提高4%。“掠如火”调息时间降低5秒，施展“掠如火”使团队成员获得无威胁气劲，持续3秒。				1										0					
2627	2	2994	1	1	0	0	0	1		(2627) 防御_引羌笛	引羌笛	气血最大值提高8%，内力最大值提高8%。“掠如火”调息时间降低10秒，施展“掠如火”使团队成员获得无威胁气劲，持续6秒。	气血最大值提高8%，内力最大值提高8%。“掠如火”调息时间降低10秒，施展“掠如火”使团队成员获得无威胁气劲，持续6秒。				1										0					
2627	3	2994	1	1	0	0	0	1		(2627) 防御_引羌笛	引羌笛	气血最大值提高12%，内力最大值提高12%。“掠如火”调息时间降低15秒，施展“掠如火”使团队成员获得无威胁气劲，持续9秒。	气血最大值提高12%，内力最大值提高12%。“掠如火”调息时间降低15秒，施展“掠如火”使团队成员获得无威胁气劲，持续9秒。				1										0					
2628	0	2985	1	1	0	0	0	9		(2628) 天策-渊	渊	冲刺至友方目标身边，使其3秒内受到的伤害降低20%且由自身承担。		或跃在渊，或飞在天。		辅助技，保护友方目标不受伤害。	1	1			1	1				辅助技，保护友方目标不受伤害。	0					
2629	0	3009	1	1	0	0	0	1		(2629) 攻击_潜催	潜催	潜催					1										0					
2629	1	3009	1	1	0	0	0	1		(2629) 攻击_潜催	潜催	每点元气额外增加0.5点混元内功攻击力，并提高每秒恢复0.002点内力值。该效果为固定效果，不受其他效果影响。	每点元气额外增加0.5点混元内功攻击力，并提高每秒恢复0.002点内力值。该效果为固定效果，不受其他效果影响。				1										0					
2629	2	3009	1	1	0	0	0	1		(2629) 攻击_潜催	潜催	每点元气额外增加1点混元内功攻击力，并提高每秒恢复0.004点内力值。该效果为固定效果，不受其他效果影响。	每点元气额外增加1点混元内功攻击力，并提高每秒恢复0.004点内力值。该效果为固定效果，不受其他效果影响。				1										0					
2630	0	1514	1	1	0	0	0	1		(2630) 攻击_游蜂(寒血)	寒血	寒血					1										0					
2630	1	1514	1	1	0	0	0	1		(2630) 攻击_游蜂(寒血)	寒血	“商阳指”伤害提高6%	“商阳指”伤害提高6%				1										0					
2630	2	1514	1	1	0	0	0	1		(2630) 攻击_游蜂(寒血)	寒血	“商阳指”伤害提高13%	“商阳指”伤害提高13%				1										0					
2630	3	1514	1	1	0	0	0	1		(2630) 攻击_游蜂(寒血)	寒血	“商阳指”伤害提高20%	“商阳指”伤害提高20%				1										0					
2631	0	3012	1	1	0	0	0	1		(2631) 攻击_观露	观露	观露					1										0					
2631	1	3012	1	1	0	0	0	1		(2631) 攻击_观露	观露	混元内功命中提高1%，所有招式的内力消耗降低5%。	混元内功命中提高1%，所有招式的内力消耗降低5%。				1										0					
2631	2	3012	1	1	0	0	0	1		(2631) 攻击_观露	观露	混元内功命中提高2%，所有招式的内力消耗降低10%。	混元内功命中提高2%，所有招式的内力消耗降低10%。				1										0					
2632	0	3002	1	1	0	0	0	1		(2632) 攻击_姝丽(流离)	流离	受到会心伤害则在5秒内回复5%气血最大值，并使下一个“阳明指”无需运功。该效果在10秒内只能触发一次。	受到会心伤害则在5秒内回复5%气血最大值，并使下一个“阳明指”无需运功。该效果在10秒内只能触发一次。				1										0					
2633	0	411	1	1	0	0	0	1		(2633) 攻击_轻弃	轻弃	轻弃					1										0					
2633	1	409	1	1	0	0	0	1		(2633) 攻击_轻弃	轻弃	“兰摧玉折”运功时间减少0.125秒，施展“芙蓉并蒂”有50%几率使下一个“兰摧玉折”无需运功。	“兰摧玉折”运功时间减少0.125秒，施展“芙蓉并蒂”有50%几率使下一个“兰摧玉折”无需运功。				1										0					
2633	2	409	1	1	0	0	0	1		(2633) 攻击_轻弃	轻弃	“兰摧玉折”运功时间减少0.25秒，施展“芙蓉并蒂”有100%几率使下一个“兰摧玉折”无需运功。	“兰摧玉折”运功时间减少0.25秒，施展“芙蓉并蒂”有100%几率使下一个“兰摧玉折”无需运功。				1										0					
2634	0	1527	1	1	0	0	0	1		(2634) 攻击_皓月	皓月	皓月					1										0					
2634	1	1527	1	1	0	0	0	1		(2634) 攻击_皓月	皓月	施展“阳明指” 有10%几率使目标身上的混元性持续性伤害立刻生效，并让自身获得“静明”气劲，混元基础内功攻击提高8%，威胁下降10%，最多叠加3层。	施展“阳明指” 有10%几率使目标身上的混元性持续性伤害立刻生效，并让自身获得“静明”气劲，混元基础内功攻击提高8%，威胁下降10%，最多叠加3层。				1										0					
2634	2	1527	1	1	0	0	0	1		(2634) 攻击_皓月	皓月	施展“阳明指” 有20%几率使目标身上的混元性持续性伤害立刻生效，并让自身获得“静明”气劲，混元基础内功攻击提高8%，威胁下降10%，最多叠加3层。	施展“阳明指” 有20%几率使目标身上的混元性持续性伤害立刻生效，并让自身获得“静明”气劲，混元基础内功攻击提高8%，威胁下降10%，最多叠加3层。				1										0					
2635	0	3010	1	1	0	0	0	1		(2635) 攻击_兰心(烟霞)	烟霞	烟霞					1										0					
2635	1	3010	1	1	0	0	0	1		(2635) 攻击_兰心(烟霞)	烟霞	混元内功会心提高1%，所有持续伤害效果的伤害提高2%。	混元内功会心提高1%，所有持续伤害效果的伤害提高2%。				1										0					
2635	2	3010	1	1	1	0	0	1		(2635) 攻击_兰心(烟霞)	烟霞	混元内功会心提高2%，所有持续伤害效果的伤害提高4%。	混元内功会心提高2%，所有持续伤害效果的伤害提高4%。				1										0					
2635	3	3010	1	1	0	0	0	1		(2635) 攻击_兰心(烟霞)	烟霞	混元内功会心提高3%，所有持续伤害效果的伤害提高6%。	混元内功会心提高3%，所有持续伤害效果的伤害提高6%。				1										0					
2636	0	2999	1	1	0	0	0	7		(2636) 快雪时晴	快雪时晴	恢复5点墨意。2.81秒内对目标及目标附近的最多4个目标造成5次<SUB 6233 0>混元内功伤害。<TALENT 5767 1 命中有自身混元持续伤害效果的目标，每个持续伤害效果使“快雪时晴”会心几率提高6%，会心效果提高6%><TALENT 6681 1 会心后刷新目标身上的所有混元持续伤害><TALENT 5753 1 会心几率提高10%，会心效果提高10%><TALENT 6679 1 命中有自身持续伤害效果的目标，每次伤害有40%几率额外造成一次伤害><TALENT 5764 1 运功结束后获得“梦歌”气劲，每层使加速率提高3%，持续30秒，最多叠加2层><TALENT 18724 1 目标身上每存在一个自身的持续性伤害效果，则对该目标的伤害提高8%><TALENT 24912 1 不会被打退打断，期间免疫控制和封内效果（击退和被拉除外），调息时间变为20秒充能2层，伤害提高170%且额外附带2跳伤害><TALENT 32480 1 使主目标每4秒受到38点(+<SKILLEx {D0} {TotalNeutralAP 0.065}>)伤害，持续28秒，最多叠加6层。完整运功“快雪时晴”时额外叠加1层。若主目标不是侠士，则“快雪时晴”对其伤害提升50%，并使附带持续伤害可以被吞噬。该持续伤害效果不受“快雪时晴”秘籍影响><TALENT 32628 1 命中附带“兰摧玉折”的目标时，额外造成混元伤害><TALENT 32477 1 “快雪时晴”2.81秒内对目标造成5次伤害><TALENT 38850 1 “快雪时晴”每额外命中一个目标，伤害提高20%>		骤雪初歇春日暖。		攻击技，短时间内连续对目标造成大量伤害效果。	1	1			1					攻击技，连续对目标造成伤害。	1					
2637	0	390	1	1	0	0	0	1		(2637) 攻击_寒碧	寒碧	寒碧					1										0					
2637	1	390	1	1	0	0	0	1		(2637) 攻击_寒碧	寒碧	施展“阳明指”，有15%几率使目标立刻获得“兰摧玉折”效果。该效果一段时间内只能触发一次。	施展“阳明指”，有15%几率使目标立刻获得“兰摧玉折”效果。该效果一段时间内只能触发一次。				1										0					
2637	2	390	1	1	0	0	0	1		(2637) 攻击_寒碧	寒碧	施展“阳明指”，有30%几率使目标立刻获得“兰摧玉折”效果。该效果一段时间内只能触发一次。	施展“阳明指”，有30%几率使目标立刻获得“兰摧玉折”效果。该效果一段时间内只能触发一次。				1										0					
2638	0	410	1	1	0	0	0	1		(2638) 攻击_旋落	旋落	旋落					1										0					
2638	1	410	1	1	0	0	0	1		(2638) 攻击_旋落	旋落	“阳明指”命中带有“芙蓉并蒂”定身效果的目标后，有50%几率将重置“芙蓉并蒂”的调息时间。	“阳明指”命中带有“芙蓉并蒂”定身效果的目标后，有50%几率将重置“芙蓉并蒂”的调息时间。				1										0					
2638	2	410	1	1	0	0	0	1		(2638) 攻击_旋落	旋落	“阳明指”命中带有“芙蓉并蒂”定身效果的目标后，有100%几率将重置“芙蓉并蒂”的调息时间。	“阳明指”命中带有“芙蓉并蒂”定身效果的目标后，有100%几率将重置“芙蓉并蒂”的调息时间。				1										0					
2639	0	3017	1	1	0	0	0	1		(2639) 攻击_孤眠	孤眠	孤眠					1										0					
2639	1	3017	1	1	0	0	0	1		(2639) 攻击_孤眠	孤眠	“水月无间”的调息时间降低10秒，施展“水月无间”恢复自身5%内力最大值。	“水月无间”的调息时间降低10秒，施展“水月无间”恢复自身5%内力最大值。				1										0					
2639	2	3017	1	1	0	0	0	1		(2639) 攻击_孤眠	孤眠	“水月无间”的调息时间降低20秒，施展“水月无间”恢复自身10%内力最大值。	“水月无间”的调息时间降低20秒，施展“水月无间”恢复自身10%内力最大值。				1										0					
2639	3	3017	1	1	0	0	0	1		(2639) 攻击_孤眠	孤眠	“水月无间”的调息时间降低30秒，施展“水月无间”恢复自身15%内力最大值。	“水月无间”的调息时间降低30秒，施展“水月无间”恢复自身15%内力最大值。				1										0					
2640	0	3015	1	1	0	0	0	1		(2640) 攻击_屈指(列宿)	列宿	列宿					1										0					
2640	1	3015	1	1	0	0	0	1		(2640) 攻击_屈指(列宿)	列宿	“阳明指”运功时间减少0.125秒。	“阳明指”运功时间减少0.125秒。				1										0					
2640	2	3015	1	1	0	0	0	1		(2640) 攻击_屈指(列宿)	列宿	“阳明指”运功时间减少0.25秒。	“阳明指”运功时间减少0.25秒。				1										0					
2640	3	3015	1	1	0	0	0	1		(2640) 攻击_屈指(列宿)	列宿	所有招式的威胁降低20%，“阳明指”伤害提高6%。	所有招式的威胁降低20%，“阳明指”伤害提高6%。				1										0					
2641	0	404	1	1	0	0	0	1		(2641) 攻击_憔悴(独秀)	独秀	独秀					1										0					
2641	1	404	1	1	0	0	0	1		(2641) 攻击_憔悴(独秀)	独秀	施展“钟林毓秀”，使目标立刻受到额外的“钟林毓秀”1跳的伤害。	施展“钟林毓秀”，使目标立刻受到额外的“钟林毓秀”1跳的伤害。				1										0					
2641	2	404	1	1	0	0	0	1		(2641) 攻击_憔悴(独秀)	独秀	施展“钟林毓秀”，使目标立刻受到额外的“钟林毓秀”2跳的伤害。	施展“钟林毓秀”，使目标立刻受到额外的“钟林毓秀”2跳的伤害。				1										0					
2642	0	400	1	1	0	0	0	1		(2642) 攻击_倚天	倚天	倚天					1										0					
2642	1	400	1	1	0	0	0	1		(2642) 攻击_倚天	倚天	“浮花浪蕊”运功时间减少0.25秒。	“浮花浪蕊”运功时间减少0.25秒。				1										0					
2642	2	400	1	1	0	0	0	1		(2642) 攻击_倚天	倚天	“浮花浪蕊”运功时间减少0.5秒。	“浮花浪蕊”运功时间减少0.5秒。				1										0					
2642	3	400	1	1	0	0	0	1		(2642) 攻击_倚天	倚天	“浮花浪蕊”运功时间减少0.75秒。	“浮花浪蕊”运功时间减少0.75秒。				1										0					
2643	0	3016	1	1	0	0	0	1		(2643) 攻击_风烟翠	风烟翠	风烟翠					1										0					
2643	1	3016	1	1	0	0	0	1		(2643) 攻击_风烟翠	风烟翠	所有招式的威胁降低10%，“阳明指”伤害提高2%。	所有招式的威胁降低10%，“阳明指”伤害提高2%。				1										0					
2643	2	3016	1	1	0	0	0	1		(2643) 攻击_风烟翠	风烟翠	所有招式的威胁降低20%，“阳明指”伤害提高4%。	所有招式的威胁降低20%，“阳明指”伤害提高4%。				1										0					
2643	3	3016	1	1	0	0	0	1		(2643) 攻击_风烟翠	风烟翠	所有招式的威胁降低30%，“阳明指”伤害提高6%。	所有招式的威胁降低30%，“阳明指”伤害提高6%。				1										0					
2644	0	409	1	1	0	0	0	1		(2644) 攻击_闲垂影	闲垂影	闲垂影					1										0					
2644	1	411	1	1	0	0	0	1		(2644) 攻击_闲垂影	闲垂影	“玉石俱焚”调息时间降低1秒，施展“玉石俱焚”有20%几率令目标定身，持续4秒。	“玉石俱焚”调息时间降低1秒，施展“玉石俱焚”有20%几率令目标定身，持续4秒。				1										0					
