ID	Name	UiID	RepresentDec	RepresentID	ColorID	ColorID1	ColorID2	Genre	SubType	DetailType	Price	Level	BindType	MaxDurability	AbradeRate	MaxExistTime	MaxExistAmount	CanTrade	CanDestroy	SetID	ScriptName	Quality	Base1Type	Base1Min	Base1Max	Base2Type	Base2Min	Base2Max	Base3Type	Base3Min	Base3Max	Base4Type	Base4Min	Base4Max	Base5Type	Base5Min	Base5Max	Base6Type	Base6Min	Base6Max	Require1Type	Require1Value	Require2Type	Require2Value	Require3Type	Require3Value	Require4Type	Require4Value	Require5Type	Require5Value	Require6Type	Require6Value	Magic1Type	Magic2Type	Magic3Type	Magic4Type	Magic5Type	Magic6Type	Magic7Type	Magic8Type	Magic9Type	Magic10Type	Magic11Type	Magic12Type	Magic13Type	Magic14Type	Magic15Type	Magic16Type	SkillID	SkillLevel	BelongSchool	MagicKind	MagicType	GetType	_CATEGORY	CoolDownID	IconTag1	IconTag2	IsSpecialIcon	IsSpecialRepresent	CanSetColor	AucGenre	AucSubType	RequireCamp	RequireProfessionID	RequireProfessionLevel	RequireProfessionBranch	PackageGenerType	PackageSubType	TargetType	EnchantRepresentID1	EnchantRepresentID2	EnchantRepresentID3	EnchantRepresentID4	ExistType	DiamondTypeMask1	DiamondAttributeID1	DiamondTypeMask2	DiamondAttributeID2	DiamondTypeMask3	DiamondAttributeID3	EquipCoolDownID	RecommendID	MaxStrengthLevel	CanApart	MapBanUseItemMask	IgnoreBindMask	CanExterior	BelongForceMask	Represent1	SpecialRepair	CanChangeMagic	GrowthTabIndex	NeedGrowthExp	CanShared	MapBanTradeItemMask	MapCanExistItemMask	MapBanEquipItemMask	EquipUsage	BelongMap	_IsSpecialMagicType	RepairPriceRebate	AucMountRecommendMask	BelongSchoolMask
12934	测试装备	107216		0					1	6	178	158	3	1938	510		0	1		0		4	atRangeWeaponDamageBase	14	14	atRangeWeaponDamageRand	9	9	atRangeWeaponAttackSpeedBase	24	24										5	1											263	164	7652	12040	11983	0	0	0	0	0	0	0							少林	内功	破防(PVP)	竞技场								2	1	7												17	14368	0	0	0	0	735	12	6	1		0	0	2		0	1							0			1		8
12935	测试装备	107217		0					1	6	178	158	3	1938	510		0	1		0		4	atRangeWeaponDamageBase	7	7	atRangeWeaponDamageRand	5	5	atRangeWeaponAttackSpeedBase	24	24										5	1											263	164	4938	18199	11983	0	0	0	0	0	0	0							万花	内功	急速(PVP)	竞技场								2	1	7												17	3402	0	0	0	0	735	14	6	1		0	0	4		0	1							0			1		16
12936	测试装备	107218		0					1	6	178	158	3	1938	510		0	1		0		4	atRangeWeaponDamageBase	7	7	atRangeWeaponDamageRand	5	5	atRangeWeaponAttackSpeedBase	24	24										5	1											263	131	656	18223	11983	0	0	0	0	0	0	0							万花	治疗	治疗急速(PVP)	竞技场								2	1	7												17	5380	0	0	0	0	735	15	6	1		0	0	4		0	1							0			1		16
12937	测试装备	107219		0					1	6	178	158	3	1938	510		0	1		0		4	atRangeWeaponDamageBase	14	14	atRangeWeaponDamageRand	9	9	atRangeWeaponAttackSpeedBase	24	24										5	1											263	165	741	7524	11983	0	0	0	0	0	0	0							天策	外功	破防(PVP)	竞技场								2	1	7												17	13286	0	0	0	0	735	10	6	1		0	0	8		0	1							0			1		2
12938	测试装备	107220		0					1	6	178	158	3	1938	510		0	1		0		4	atRangeWeaponDamageBase	7	7	atRangeWeaponDamageRand	5	5	atRangeWeaponAttackSpeedBase	24	24										5	1											263	131	4938	12040	11983	0	0	0	0	0	0	0							纯阳	内功	破防(PVP)	竞技场								2	1	7												17	8145	0	0	0	0	735	19	6	1		0	0	16		0	1							0			1		4
12939	测试装备	107221		0					1	6	178	158	3	1938	510		0	1		0		4	atRangeWeaponDamageBase	14	14	atRangeWeaponDamageRand	9	9	atRangeWeaponAttackSpeedBase	24	24										5	1											263	195	741	7524	11983	0	0	0	0	0	0	0							纯阳	外功	破防(PVP)	竞技场								2	1	7												17	17518	0	0	0	0	735	18	6	1		0	0	16		0	1							0			1		4
12940	测试装备	107222		0					1	6	178	158	3	1938	510		0	1		0		4	atRangeWeaponDamageBase	7	7	atRangeWeaponDamageRand	5	5	atRangeWeaponAttackSpeedBase	24	24										5	1											263	131	6040	18199	11983	0	0	0	0	0	0	0							七秀	内功	急速(PVP)	竞技场								2	1	7												17	3402	0	0	0	0	735	20	6	1		0	0	32		0	1							0			1		32
12941	测试装备	107223		0					1	6	178	158	3	1938	510		0	1		0		4	atRangeWeaponDamageBase	7	7	atRangeWeaponDamageRand	5	5	atRangeWeaponAttackSpeedBase	24	24										5	1											263	131	656	18223	11983	0	0	0	0	0	0	0							七秀	治疗	治疗急速(PVP)	竞技场								2	1	7												17	9323	0	0	0	0	735	21	6	1		0	0	32		0	1							0			1		32
12942	测试装备	107224		0					1	6	178	158	3	1938	510		0	1		0		4	atRangeWeaponDamageBase	7	7	atRangeWeaponDamageRand	5	5	atRangeWeaponAttackSpeedBase	24	24										5	1											263	131	10435	18199	11983	0	0	0	0	0	0	0							五毒	内功	急速(PVP)	竞技场								2	1	7												17	3402	0	0	0	0	735	16	6	1		0	0	64		0	1							0			1		256
12943	测试装备	107225		0					1	6	178	158	3	1938	510		0	1		0		4	atRangeWeaponDamageBase	7	7	atRangeWeaponDamageRand	5	5	atRangeWeaponAttackSpeedBase	24	24										5	1											263	131	656	18223	11983	0	0	0	0	0	0	0							五毒	治疗	治疗急速(PVP)	竞技场								2	1	7												17	10484	0	0	0	0	735	17	6	1		0	0	64		0	1							0			1		256
12944	测试装备	107226		0					1	6	178	158	3	1938	510		0	1		0		4	atRangeWeaponDamageBase	14	14	atRangeWeaponDamageRand	9	9	atRangeWeaponAttackSpeedBase	24	24										5	1											263	164	10435	12040	11983	0	0	0	0	0	0	0							唐门	内功	破防(PVP)	竞技场								2	1	7												17	14368	0	0	0	0	735	24	6	1		0	0	128		0	1							0			1		512
12945	测试装备	107227		0					1	6	178	158	3	1938	510		0	1		0		4	atRangeWeaponDamageBase	14	14	atRangeWeaponDamageRand	9	9	atRangeWeaponAttackSpeedBase	24	24										5	1											263	165	741	7524	11983	0	0	0	0	0	0	0							唐门	外功	破防(PVP)	竞技场								2	1	7												17	13286	0	0	0	0	735	23	6	1		0	0	128		0	1							0			1		512
12946	测试装备	107228		0					1	6	178	158	3	1938	510		0	1		0		4	atRangeWeaponDamageBase	14	14	atRangeWeaponDamageRand	9	9	atRangeWeaponAttackSpeedBase	24	24										5	1											263	195	741	7524	11983	0	0	0	0	0	0	0							藏剑	外功	破防(PVP)	竞技场								2	1	7												17	17518	0	0	0	0	735	22	6	1		0	0	256		0	1							0			1		192
12947	测试装备	107229		0					1	6	178	158	3	1938	510		0	1		0		4	atRangeWeaponDamageBase	14	14	atRangeWeaponDamageRand	9	9	atRangeWeaponAttackSpeedBase	24	24										5	1											263	165	741	7524	11983	0	0	0	0	0	0	0							丐帮	外功	破防(PVP)	竞技场								2	1	7												17	13286	0	0	0	0	735	27	6	1		0	0	512		0	1							0			1		2048
12948	测试装备	107230		0					1	6	178	158	3	1938	510		0	1		0		4	atRangeWeaponDamageBase	14	14	atRangeWeaponDamageRand	9	9	atRangeWeaponAttackSpeedBase	24	24										5	1											263	164	16319	12040	11983	0	0	0	0	0	0	0							明教	内功	破防(PVP)	竞技场								2	1	7												17	14368	0	0	0	0	735	25	6	1		0	0	1024		0	1							0			1		1024
12949	测试装备	107231		0					1	6	178	158	3	1938	510		0	1		0		4	atRangeWeaponDamageBase	14	14	atRangeWeaponDamageRand	9	9	atRangeWeaponAttackSpeedBase	24	24										5	1											263	195	741	7524	11983	0	0	0	0	0	0	0							苍云	外功	破防(PVP)	竞技场								2	1	7												17	17518	0	0	0	0	735	30	6	1		0	0	2097152		0	1							0			1		4096
12950	测试装备	107232		0					1	6	178	158	3	1938	510		0	1		0		4	atRangeWeaponDamageBase	7	7	atRangeWeaponDamageRand	5	5	atRangeWeaponAttackSpeedBase	24	24										5	1											263	131	6040	18199	11983	0	0	0	0	0	0	0							长歌	内功	急速(PVP)	竞技场								2	1	7												17	3402	0	0	0	0	735	32	6	1		0	0	4194304		0	1							0			1		8192
12951	测试装备	107233		0					1	6	178	158	3	1938	510		0	1		0		4	atRangeWeaponDamageBase	7	7	atRangeWeaponDamageRand	5	5	atRangeWeaponAttackSpeedBase	24	24										5	1											263	131	656	18223	11983	0	0	0	0	0	0	0							长歌	治疗	治疗急速(PVP)	竞技场								2	1	7												17	9323	0	0	0	0	735	33	6	1		0	0	4194304		0	1							0			1		8192
12952	测试装备	107234		2					0	0	384	158	3	2770	255		0	1		0		4	atMeleeWeaponDamageBase	19	19	atMeleeWeaponDamageRand	13	13	atMeleeWeaponAttackSpeedBase	27	27										5	1											2873	399	7671	15945	2453	0	0	0	0	0	0	0							少林	内功	破防(PVP)	竞技场								1	1	7												17	14368	17	3402	17	5519	735	12	6	1		0	11	2		0	1							0			1		8
12953	测试装备	107235		501					0	5	285	158	3	2770	484		0	1		0		4	atMeleeWeaponDamageBase	6	6	atMeleeWeaponDamageRand	4	4	atMeleeWeaponAttackSpeedBase	16	16										5	1											2873	399	5416	15945	2453	0	0	0	0	0	0	0							万花	内功	破防(PVP)	竞技场								1	6	7												17	14368	17	3402	17	5519	735	14	6	1		0	4	4		0	1							0			1		16
12954	测试装备	107236		501					0	5	285	158	3	2770	484		0	1		0		4	atMeleeWeaponDamageBase	6	6	atMeleeWeaponDamageRand	4	4	atMeleeWeaponAttackSpeedBase	16	16										5	1											2873	890	1558	2453	0	0	0	0	0	0	0	0							万花	治疗	治疗量(PVP)	竞技场								1	6	7												17	111175	17	8145	17	5519	735	15	6	1		0	4	4		0	1							0			1		16
12955	测试装备	107237		101					0	1	384	158	3	2770	255		0	1		0		4	atMeleeWeaponDamageBase	19	19	atMeleeWeaponDamageRand	13	13	atMeleeWeaponAttackSpeedBase	27	27										5	1											2873	326	3244	9603	2453	0	0	0	0	0	0	0							天策	外功	破防(PVP)	竞技场								1	2	7												17	13286	17	3402	17	5519	735	10	6	1		0	3	8		0	1							0			1		2
12956	测试装备	107238		201					0	2	327	158	3	2770	229		0	1		0		4	atMeleeWeaponDamageBase	7	7	atMeleeWeaponDamageRand	5	5	atMeleeWeaponAttackSpeedBase	21	21										5	1											2873	890	5416	15945	2453	0	0	0	0	0	0	0							纯阳	内功	破防(PVP)	竞技场								1	3	7												17	8145	17	3402	17	5519	735	19	6	1		0	12	16		0	1							0			1		4
12957	测试装备	107239		201					0	2	327	158	3	2770	229		0	1		0		4	atMeleeWeaponDamageBase	15	15	atMeleeWeaponDamageRand	10	10	atMeleeWeaponAttackSpeedBase	21	21										5	1											2873	254	3244	9603	2453	0	0	0	0	0	0	0							纯阳	外功	破防(PVP)	竞技场								1	3	7												17	17518	17	3402	17	5519	735	28	6	1		0	12	272		0	1							0			1		68
12958	测试装备	107240		463					0	4	327	158	3	2770	484		0	1		0		4	atMeleeWeaponDamageBase	7	7	atMeleeWeaponDamageRand	5	5	atMeleeWeaponAttackSpeedBase	21	21										5	1											2873	890	5921	15945	2453	0	0	0	0	0	0	0							七秀	内功	破防(PVP)	竞技场								1	5	7												17	8145	17	3402	17	5519	735	20	6	1		0	2	32		0	1							0			1		32
12959	测试装备	107241		463					0	4	327	158	3	2770	484		0	1		0		4	atMeleeWeaponDamageBase	7	7	atMeleeWeaponDamageRand	5	5	atMeleeWeaponAttackSpeedBase	21	21										5	1											2873	890	1558	2453	0	0	0	0	0	0	0	0							七秀	治疗	治疗量(PVP)	竞技场								1	5	7												17	111175	17	8145	17	5519	735	21	6	1		0	2	32		0	1							0			1		32
12960	测试装备	107242		701					0	10	285	158	3	2770	484		0	1		0		4	atMeleeWeaponDamageBase	6	6	atMeleeWeaponDamageRand	4	4	atMeleeWeaponAttackSpeedBase	16	16										5	1											2873	890	10438	15945	2453	0	0	0	0	0	0	0							五毒	内功	破防(PVP)	竞技场								1	8	7												17	8145	17	3402	17	5519	735	16	6	1		0	6	64		0	1							0			1		256
12961	测试装备	107243		701					0	10	285	158	3	2770	484		0	1		0		4	atMeleeWeaponDamageBase	6	6	atMeleeWeaponDamageRand	4	4	atMeleeWeaponAttackSpeedBase	16	16										5	1											2873	890	1558	2453	0	0	0	0	0	0	0	0							五毒	治疗	治疗量(PVP)	竞技场								1	8	7												17	111175	17	8145	17	5519	735	17	6	1		0	6	64		0	1							0			1		256
12962	测试装备	107244		1001					0	11	285	158	3	2770	204		0	1		0		4	atMeleeWeaponDamageBase	11	11	atMeleeWeaponDamageRand	8	8	atMeleeWeaponAttackSpeedBase	16	16										5	1											2873	399	10438	15945	2453	0	0	0	0	0	0	0							唐门	内功	破防(PVP)	竞技场								1	9	7												17	14368	17	3402	17	5519	735	24	6	1		0	7	128		0	1							0			1		512
12963	测试装备	107245		1001					0	11	285	158	3	2770	204		0	1		0		4	atMeleeWeaponDamageBase	11	11	atMeleeWeaponDamageRand	8	8	atMeleeWeaponAttackSpeedBase	16	16										5	1											2873	326	3244	9603	2453	0	0	0	0	0	0	0							唐门	外功	破防(PVP)	竞技场								1	9	7												17	13286	17	3402	17	5519	735	23	6	1		0	7	128		0	1							0			1		512
12964	测试装备	107246		201					0	2	164	158	3	2770	229		0	1		0		4	atMeleeWeaponDamageBase	15	15	atMeleeWeaponDamageRand	10	10	atMeleeWeaponAttackSpeedBase	21	21										5	1											2873	254	3244	9603	2453	0	0	0	0	0	0	0							藏剑	外功	破防(PVP)	竞技场								1	3	7												17	17518	17	3402	17	5519	735	28	6	1		0	12	272		0	1							0			1		68
12965	测试装备	107247		601					0	9	213	158	3	2770	280		0	1		0		4	atMeleeWeaponDamageBase	23	23	atMeleeWeaponDamageRand	15	15	atMeleeWeaponAttackSpeedBase	32	32										5	1											2873	254	3244	9603	2453	0	0	0	0	0	0	0							藏剑	外功	破防(PVP)	竞技场								1	7	7												17	17518	17	3402	17	5519	735	22	6	1		0	5	256		0	1							0			1		192
12966	测试装备	107248		1502					0	13	384	158	3	2770	484		0	1		0		4	atMeleeWeaponDamageBase	19	19	atMeleeWeaponDamageRand	13	13	atMeleeWeaponAttackSpeedBase	27	27										5	1											2873	326	3244	9603	2453	0	0	0	0	0	0	0							丐帮	外功	破防(PVP)	竞技场								1	11	7												17	13286	17	3402	17	5519	735	27	6	1		0	9	512		0	1							0			1		2048
12967	测试装备	107249		1101					0	12	285	158	3	2770	484		0	1		0		4	atMeleeWeaponDamageBase	11	11	atMeleeWeaponDamageRand	8	8	atMeleeWeaponAttackSpeedBase	16	16										5	1											2873	399	16723	15945	2453	0	0	0	0	0	0	0							明教	内功	破防(PVP)	竞技场								1	10	7												17	14368	17	3402	17	5519	735	25	6	1		0	10	1024		0	1							0			1		1024
12968	测试装备	107250		1701					0	14	356	158	3	2770	484		0	1		0		4	atMeleeWeaponDamageBase	17	17	atMeleeWeaponDamageRand	11	11	atMeleeWeaponAttackSpeedBase	24	24										5	1											2873	254	3244	9603	2453	0	0	0	0	0	0	0							苍云	外功	破防(PVP)	竞技场								1	12	7												17	17518	17	3402	17	5519	735	30	6	1		0	13	2097152		0	1							0			1		4096
12969	测试装备	107251		1818					0	15	285	158	3	2770	484		0	1		0		4	atMeleeWeaponDamageBase	6	6	atMeleeWeaponDamageRand	4	4	atMeleeWeaponAttackSpeedBase	16	16										5	1											2873	890	5921	15945	2453	0	0	0	0	0	0	0							长歌	内功	破防(PVP)	竞技场								1	13	7												17	8145	17	3402	17	5519	735	32	6	1		0	14	4194304		0	1							0			1		8192
12970	测试装备	107252		1818					0	15	285	158	3	2770	484		0	1		0		4	atMeleeWeaponDamageBase	6	6	atMeleeWeaponDamageRand	4	4	atMeleeWeaponAttackSpeedBase	16	16										5	1											2873	890	1558	2453	0	0	0	0	0	0	0	0							长歌	治疗	治疗量(PVP)	竞技场								1	13	7												17	111175	17	8145	17	5519	735	33	6	1		0	14	4194304		0	1							0			1		8192
12971	测试装备	107283		0					1	6	178	158	3	1938	510		0	1		0		4	atRangeWeaponDamageBase	14	14	atRangeWeaponDamageRand	9	9	atRangeWeaponAttackSpeedBase	24	24										5	1											263	131	734	18199	11983	0	0	0	0	0	0	0							通用	根骨	急速(PVP)	声望								2	1	7												17	3402	0	0	0	0	735	6	6	0		0	0	4198512		0	1							0			1		4464932
12972	测试装备	107284		0					1	6	178	158	3	1938	510		0	1		0		4	atRangeWeaponDamageBase	14	14	atRangeWeaponDamageRand	9	9	atRangeWeaponAttackSpeedBase	24	24										5	1											263	164	734	18199	11983	0	0	0	0	0	0	0							通用	元气	急速(PVP)	声望								2	1	7												17	3402	0	0	0	0	735	7	6	0		0	0	35974		0	1							0			1		2229784
12973	测试装备	107285		0					1	6	178	158	3	1938	510		0	1		0		4	atRangeWeaponDamageBase	14	14	atRangeWeaponDamageRand	9	9	atRangeWeaponAttackSpeedBase	24	24										5	1											263	165	741	18199	11983	0	0	0	0	0	0	0							通用	力道	急速(PVP)	声望								2	1	7												17	3402	0	0	0	0	735	4	6	0		0	0	8397448		0	1							0			1		543234
12974	测试装备	107286		0					1	6	178	158	3	1938	510		0	1		0		4	atRangeWeaponDamageBase	14	14	atRangeWeaponDamageRand	9	9	atRangeWeaponAttackSpeedBase	24	24										5	1											263	195	741	18199	11983	0	0	0	0	0	0	0							通用	身法	急速(PVP)	声望								2	1	7												17	3402	0	0	0	0	735	5	6	0		0	0	52445456		0	1							0			1		1151172
12975	测试装备	107287		0					1	6	178	158	3	1938	510		0	1		0		4	atRangeWeaponDamageBase	14	14	atRangeWeaponDamageRand	9	9	atRangeWeaponAttackSpeedBase	24	24										5	1											263	131	656	18223	11983	0	0	0	0	0	0	0							通用	治疗	治疗急速(PVP)	声望								2	1	7												17	27341	0	0	0	0	735	9	6	0		0	0	4198500		0	1							0			1		270640
12976	测试装备	107288		463					0	4	327	158	3	2770	484		0	1		0		4	atMeleeWeaponDamageBase	7	7	atMeleeWeaponDamageRand	5	5	atMeleeWeaponAttackSpeedBase	21	21										5	1											2873	890	5921	15945	2453	0	0	0	0	0	0	0							七秀	内功	破防(PVP)	声望								1	5	7												17	8145	17	3402	17	5519	735	20	6	0		0	2	32		0	1							0			1		32
12977	测试装备	107289		463					0	4	327	158	3	2770	484		0	1		0		4	atMeleeWeaponDamageBase	7	7	atMeleeWeaponDamageRand	5	5	atMeleeWeaponAttackSpeedBase	21	21										5	1											2873	890	1558	2453	0	0	0	0	0	0	0	0							七秀	治疗	治疗量(PVP)	声望								1	5	7												17	111175	17	8145	17	5519	735	21	6	0		0	2	32		0	1							0			1		32
12978	测试装备	107290		701					0	10	285	158	3	2770	484		0	1		0		4	atMeleeWeaponDamageBase	6	6	atMeleeWeaponDamageRand	4	4	atMeleeWeaponAttackSpeedBase	16	16										5	1											2873	890	10438	15945	2453	0	0	0	0	0	0	0							五毒	内功	破防(PVP)	声望								1	8	7												17	8145	17	3402	17	5519	735	16	6	0		0	6	64		0	1							0			1		256
12979	测试装备	107291		701					0	10	285	158	3	2770	484		0	1		0		4	atMeleeWeaponDamageBase	6	6	atMeleeWeaponDamageRand	4	4	atMeleeWeaponAttackSpeedBase	16	16										5	1											2873	890	1558	2453	0	0	0	0	0	0	0	0							五毒	治疗	治疗量(PVP)	声望								1	8	7												17	111175	17	8145	17	5519	735	17	6	0		0	6	64		0	1							0			1		256
12980	测试装备	107292		1001					0	11	285	158	3	2770	204		0	1		0		4	atMeleeWeaponDamageBase	11	11	atMeleeWeaponDamageRand	8	8	atMeleeWeaponAttackSpeedBase	16	16										5	1											2873	399	10438	15945	2453	0	0	0	0	0	0	0							唐门	内功	破防(PVP)	声望								1	9	7												17	14368	17	3402	17	5519	735	24	6	0		0	7	128		0	1							0			1		512
12981	测试装备	107293		1001					0	11	285	158	3	2770	204		0	1		0		4	atMeleeWeaponDamageBase	11	11	atMeleeWeaponDamageRand	8	8	atMeleeWeaponAttackSpeedBase	16	16										5	1											2873	326	3244	9603	2453	0	0	0	0	0	0	0							唐门	外功	破防(PVP)	声望								1	9	7												17	13286	17	3402	17	5519	735	23	6	0		0	7	128		0	1							0			1		512
12982	测试装备	107294		201					0	2	164	158	3	2770	229		0	1		0		4	atMeleeWeaponDamageBase	15	15	atMeleeWeaponDamageRand	10	10	atMeleeWeaponAttackSpeedBase	21	21										5	1											2873	254	3244	9603	2453	0	0	0	0	0	0	0							藏剑	外功	破防(PVP)	声望								1	3	7												17	17518	17	3402	17	5519	735	28	6	0		0	12	272		0	1							0			1		68
12983	测试装备	107295		601					0	9	213	158	3	2770	280		0	1		0		4	atMeleeWeaponDamageBase	23	23	atMeleeWeaponDamageRand	15	15	atMeleeWeaponAttackSpeedBase	32	32										5	1											2873	254	3244	9603	2453	0	0	0	0	0	0	0							藏剑	外功	破防(PVP)	声望								1	7	7												17	17518	17	3402	17	5519	735	22	6	0		0	5	256		0	1							0			1		192
12984	测试装备	107296		1502					0	13	384	158	3	2770	484		0	1		0		4	atMeleeWeaponDamageBase	19	19	atMeleeWeaponDamageRand	13	13	atMeleeWeaponAttackSpeedBase	27	27										5	1											2873	326	3244	9603	2453	0	0	0	0	0	0	0							丐帮	外功	破防(PVP)	声望								1	11	7												17	13286	17	3402	17	5519	735	27	6	0		0	9	512		0	1							0			1		2048
12985	测试装备	107297		1101					0	12	285	158	3	2770	484		0	1		0		4	atMeleeWeaponDamageBase	11	11	atMeleeWeaponDamageRand	8	8	atMeleeWeaponAttackSpeedBase	16	16										5	1											2873	399	16723	15945	2453	0	0	0	0	0	0	0							明教	内功	破防(PVP)	声望								1	10	7												17	14368	17	3402	17	5519	735	25	6	0		0	10	1024		0	1							0			1		1024
12986	测试装备	107298		1701					0	14	356	158	3	2770	484		0	1		0		4	atMeleeWeaponDamageBase	17	17	atMeleeWeaponDamageRand	11	11	atMeleeWeaponAttackSpeedBase	24	24										5	1											2873	254	3244	9603	2453	0	0	0	0	0	0	0							苍云	外功	破防(PVP)	声望								1	12	7												17	17518	17	3402	17	5519	735	30	6	0		0	13	2097152		0	1							0			1		4096
12987	测试装备	107299		1818					0	15	285	158	3	2770	484		0	1		0		4	atMeleeWeaponDamageBase	6	6	atMeleeWeaponDamageRand	4	4	atMeleeWeaponAttackSpeedBase	16	16										5	1											2873	890	5921	15945	2453	0	0	0	0	0	0	0							长歌	内功	破防(PVP)	声望								1	13	7												17	8145	17	3402	17	5519	735	32	6	0		0	14	4194304		0	1							0			1		8192
12988	测试装备	107300		1818					0	15	285	158	3	2770	484		0	1		0		4	atMeleeWeaponDamageBase	6	6	atMeleeWeaponDamageRand	4	4	atMeleeWeaponAttackSpeedBase	16	16										5	1											2873	890	1558	2453	0	0	0	0	0	0	0	0							长歌	治疗	治疗量(PVP)	声望								1	13	7												17	111175	17	8145	17	5519	735	33	6	0		0	14	4194304		0	1							0			1		8192
12989	崇阿囊	107517		0					1	6	123	147	3	1602	359		0	1		0		4	atRangeWeaponDamageBase	13	13	atRangeWeaponDamageRand	9	9	atRangeWeaponAttackSpeedBase	24	24										5	1											315	112	734	2254	2339	0	0	0	0	0	0	0							通用	根骨	会心无双	声望								2	1	7												17	27341	0	0	0	0	735	6	6	0		0	0	4198512		0	1							1			1		4464932
12990	山之阿囊	107518		0					1	6	123	147	3	1602	359		0	1		0		4	atRangeWeaponDamageBase	13	13	atRangeWeaponDamageRand	9	9	atRangeWeaponAttackSpeedBase	24	24										5	1											315	248	734	2254	2339	0	0	0	0	0	0	0							通用	元气	会心无双	声望								2	1	7												17	22876	0	0	0	0	735	7	6	0		0	0	35974		0	1							1			1		2229784
12991	阿阁囊	107519		0					1	6	123	147	3	1602	359		0	1		0		4	atRangeWeaponDamageBase	13	13	atRangeWeaponDamageRand	9	9	atRangeWeaponAttackSpeedBase	24	24										5	1											315	296	741	586	2339	0	0	0	0	0	0	0							通用	力道	会心无双	声望								2	1	7												17	5577	0	0	0	0	735	4	6	0		0	0	8397448		0	1							1			1		543234
12992	绳曲囊	107520		0					1	6	123	147	3	1602	359		0	1		0		4	atRangeWeaponDamageBase	13	13	atRangeWeaponDamageRand	9	9	atRangeWeaponAttackSpeedBase	24	24										5	1											315	92	741	586	2339	0	0	0	0	0	0	0							通用	身法	会心无双	声望								2	1	7												17	5577	0	0	0	0	735	5	6	0		0	0	52445456		0	1							1			1		1151172
12993	皇天囊	107521		0					1	6	123	147	3	1602	359		0	1		0		4	atRangeWeaponDamageBase	13	13	atRangeWeaponDamageRand	9	9	atRangeWeaponAttackSpeedBase	24	24										5	1											315	151	649	2253	0	0	0	0	0	0	0	0							通用	治疗	治疗会心	声望								2	1	7												17	1624	0	0	0	0	735	9	6	0		0	0	4198500		0	1							1			1		270640
12994	小雅囊	107522		0					1	6	123	147	3	1602	359		0	1		0		4	atRangeWeaponDamageBase	13	13	atRangeWeaponDamageRand	9	9	atRangeWeaponAttackSpeedBase	24	24										5	1											310	11964	5269	21102	12078	2252	0	0	0	0	0	0							通用	防御	闪避命中	声望								2	1	7												17	18129	0	0	0	0	735	8	6	0		0	0	2098186		0	1							1			1		5130
12995	蕙宴囊	107523		0					1	6	128	147	3	3327	373		0	1		0		4	atRangeWeaponDamageBase	13	13	atRangeWeaponDamageRand	9	9	atRangeWeaponAttackSpeedBase	24	24										5	1											315	112	734	2254	2339	0	0	0	0	0	0	0							通用	根骨	会心无双	声望								2	1	7												17	27341	0	0	0	0	735	6	6	0		0	0	4198512		0	1							1			1		4464932
12996	哀吾囊	107524		0					1	6	128	147	3	3327	373		0	1		0		4	atRangeWeaponDamageBase	13	13	atRangeWeaponDamageRand	9	9	atRangeWeaponAttackSpeedBase	24	24										5	1											315	248	734	2254	2339	0	0	0	0	0	0	0							通用	元气	会心无双	声望								2	1	7												17	22876	0	0	0	0	735	7	6	0		0	0	35974		0	1							1			1		2229784
12997	穷哀囊	107525		0					1	6	128	147	3	3327	373		0	1		0		4	atRangeWeaponDamageBase	13	13	atRangeWeaponDamageRand	9	9	atRangeWeaponAttackSpeedBase	24	24										5	1											315	296	741	586	2339	0	0	0	0	0	0	0							通用	力道	会心无双	声望								2	1	7												17	5577	0	0	0	0	735	4	6	0		0	0	8397448		0	1							1			1		543234
12998	北狄囊	107526		0					1	6	128	147	3	3327	373		0	1		0		4	atRangeWeaponDamageBase	13	13	atRangeWeaponDamageRand	9	9	atRangeWeaponAttackSpeedBase	24	24										5	1											315	92	741	586	2339	0	0	0	0	0	0	0							通用	身法	会心无双	声望								2	1	7												17	5577	0	0	0	0	735	5	6	0		0	0	52445456		0	1							1			1		1151172
12999	哀骨囊	107527		0					1	6	128	147	3	3327	373		0	1		0		4	atRangeWeaponDamageBase	13	13	atRangeWeaponDamageRand	9	9	atRangeWeaponAttackSpeedBase	24	24										5	1											315	151	649	2253	0	0	0	0	0	0	0	0							通用	治疗	治疗会心	声望								2	1	7												17	1624	0	0	0	0	735	9	6	0		0	0	4198500		0	1							1			1		270640
13000	哀雁囊	107528		0					1	6	128	147	3	3327	373		0	1		0		4	atRangeWeaponDamageBase	13	13	atRangeWeaponDamageRand	9	9	atRangeWeaponAttackSpeedBase	24	24										5	1											310	11964	5269	21102	12078	2252	0	0	0	0	0	0							通用	防御	闪避命中	声望								2	1	7												17	18129	0	0	0	0	735	8	6	0		0	0	2098186		0	1							1			1		5130
13001	胡马囊	107529		0					1	6	133	147	3	1806	387		0	1		0		4	atRangeWeaponDamageBase	13	13	atRangeWeaponDamageRand	9	9	atRangeWeaponAttackSpeedBase	24	24										5	1											315	112	734	2254	2339	0	0	0	0	0	0	0							通用	根骨	会心无双	声望								2	1	7												17	27341	0	0	0	0	735	6	6	0		0	0	4198512		0	1							1			1		4464932
