ID	Name	UiID	RepresentID	ColorID	ColorID1	ColorID2	Genre	SubType	DetailType	Price	Level	BindType	MaxDurability	AbradeRate	MaxExistTime	MaxExistAmount	CanTrade	CanDestroy	SetID	ScriptName	Quality	Base1Type	Base1Min	Base1Max	Base2Type	Base2Min	Base2Max	Base3Type	Base3Min	Base3Max	Base4Type	Base4Min	Base4Max	Base5Type	Base5Min	Base5Max	Base6Type	Base6Min	Base6Max	Require1Type	Require1Value	Require2Type	Require2Value	Require3Type	Require3Value	Require4Type	Require4Value	Require5Type	Require5Value	Require6Type	Require6Value	Magic1Type	Magic2Type	Magic3Type	Magic4Type	Magic5Type	Magic6Type	Magic7Type	Magic8Type	Magic9Type	Magic10Type	Magic11Type	Magic12Type	Magic13Type	Magic14Type	Magic15Type	Magic16Type	SkillID	SkillLevel	BelongSchool	MagicKind	MagicType	GetType	_CATEGORY	CoolDownID	IconTag1	IconTag2	IsSpecialIcon	IsSpecialRepresent	IconID	CanSetColor	AucGenre	AucSubType	RequireCamp	RequireProfessionID	RequireProfessionLevel	RequireProfessionBranch	PackageGenerType	PackageSubType	TargetType	EnchantRepresentID1	EnchantRepresentID2	EnchantRepresentID3	EnchantRepresentID4	ExistType	EquipCoolDownID	RecommendID	DiamondTypeMask1	DiamondAttributeID1	DiamondTypeMask2	DiamondAttributeID2	DiamondTypeMask3	DiamondAttributeID3	MaxStrengthLevel	CanApart	IgnoreBindMask	CanExterior	BelongForceMask	MapBanUseItemMask	Represent1	SpecialRepair	CanChangeMagic	GrowthTabIndex	NeedGrowthExp	CanShared	MapBanTradeItemMask	MapCanExistItemMask	MapBanEquipItemMask	EquipUsage	RepairPriceRebate	AucMountRecommendMask	BelongSchoolMask
15785	锦绣河山·揽霞坠	104992	0					7	0	158	150	3	0	0			1		1735		4	atInvalid			atInvalid			atInvalid												5	1											177	183	501	9580	12085	0	0	0	0	0	0	0							藏剑	外功	命中(PVP)	威望									4	3	4												736	22	17	5519	0	0	0	0	6	1	0		256				1							0			192
15786	锦绣河山·暮蝉坠	104993	0					7	0	158	150	3	0	0			1		1736		4	atInvalid			atInvalid			atInvalid												5	1											177	132	501	9580	12085	0	0	0	0	0	0	0							丐帮	外功	命中(PVP)	威望									4	3	4												736	27	17	5519	0	0	0	0	6	1	0		512				1							0			2048
15787	锦绣河山·昭华坠	104994	0					7	0	158	150	3	0	0			1		1737		4	atInvalid			atInvalid			atInvalid												5	1											177	156	16718	12039	12085	0	0	0	0	0	0	0							明教	内功	命中(PVP)	威望									4	3	4												736	25	17	5519	0	0	0	0	6	1	0		1024				1							0			1024
15788	锦绣河山·骑云坠	104995	0					7	0	158	150	3	0	0			1		1738		4	atInvalid			atInvalid			atInvalid												5	1											177	183	501	9580	12085	0	0	0	0	0	0	0							苍云	外功	命中(PVP)	威望									4	3	4												736	30	17	5519	0	0	0	0	6	1	0		2097152				1							0			4096
15789	锦绣河山·拂霜坠	104996	0					7	0	158	150	3	0	0			1		1739		4	atInvalid			atInvalid			atInvalid												5	1											177	87	1175	12039	12085	0	0	0	0	0	0	0							长歌	内功	命中(PVP)	威望									4	3	4												736	32	17	5519	0	0	0	0	6	1	0		4194304				1							0			8192
15790	锦绣河山·清迥坠	104997	0					7	0	158	150	3	0	0			1		1740		4	atInvalid			atInvalid			atInvalid												5	1											177	87	960	12085	0	0	0	0	0	0	0	0							长歌	治疗	治疗命中(PVP)	威望									4	3	4												736	33	17	1624	0	0	0	0	6	1	0		4194304				1							0			8192
15791	锦绣河山·缘觉坠	104980	0					7	0	158	150	3	0	0			1		1723		4	atInvalid			atInvalid			atInvalid												5	1											177	156	504	12049	12085	0	0	0	0	0	0	0							少林	内功	会心(PVP)	威望									4	3	4												736	12	17	5519	0	0	0	0	6	1	0		2				1							0			8
15792	锦绣河山·赤鸿坠	104981	0					7	0	158	150	3	0	0			1		1724		4	atInvalid			atInvalid			atInvalid												5	1											177	156	1667	12049	12085	0	0	0	0	0	0	0							万花	内功	会心(PVP)	威望									4	3	4												736	14	17	5519	0	0	0	0	6	1	0		4				1							0			16
15793	锦绣河山·紫鸾坠	104982	0					7	0	158	150	3	0	0			1		1725		4	atInvalid			atInvalid			atInvalid												5	1											177	87	1772	12306	12085	0	0	0	0	0	0	0							万花	治疗	治疗会心(PVP)	威望									4	3	4												736	15	17	1624	0	0	0	0	6	1	0		4				1							0			16
15794	锦绣河山·凛风坠	104983	0					7	0	158	150	3	0	0			1		1726		4	atInvalid			atInvalid			atInvalid												5	1											177	132	501	654	12085	0	0	0	0	0	0	0							天策	外功	会心(PVP)	威望									4	3	4												736	10	17	5519	0	0	0	0	6	1	0		8				1							0			2
15795	锦绣河山·沓星坠	104984	0					7	0	158	150	3	0	0			1		1727		4	atInvalid			atInvalid			atInvalid												5	1											177	87	1667	12049	12085	0	0	0	0	0	0	0							纯阳	内功	会心(PVP)	威望									4	3	4												736	19	17	5519	0	0	0	0	6	1	0		16				1							0			4
15796	锦绣河山·璀月坠	104985	0					7	0	158	150	3	0	0			1		1728		4	atInvalid			atInvalid			atInvalid												5	1											177	183	501	654	12085	0	0	0	0	0	0	0							纯阳	外功	会心(PVP)	威望									4	3	4												736	18	17	5519	0	0	0	0	6	1	0		16				1							0			4
15797	锦绣河山·蕙兰坠	104986	0					7	0	158	150	3	0	0			1		1729		4	atInvalid			atInvalid			atInvalid												5	1											177	87	1175	12049	12085	0	0	0	0	0	0	0							七秀	内功	会心(PVP)	威望									4	3	4												736	20	17	5519	0	0	0	0	6	1	0		32				1							0			32
15798	锦绣河山·芷萱坠	104987	0					7	0	158	150	3	0	0			1		1730		4	atInvalid			atInvalid			atInvalid												5	1											177	87	1772	12306	12085	0	0	0	0	0	0	0							七秀	治疗	治疗会心(PVP)	威望									4	3	4												736	21	17	1624	0	0	0	0	6	1	0		32				1							0			32
15799	锦绣河山·飞萤坠	104988	0					7	0	158	150	3	0	0			1		1731		4	atInvalid			atInvalid			atInvalid												5	1											177	87	10595	12049	12085	0	0	0	0	0	0	0							五毒	内功	会心(PVP)	威望									4	3	4												736	16	17	5519	0	0	0	0	6	1	0		64				1							0			256
15800	锦绣河山·挽蝶坠	104989	0					7	0	158	150	3	0	0			1		1732		4	atInvalid			atInvalid			atInvalid												5	1											177	87	1772	12306	12085	0	0	0	0	0	0	0							五毒	治疗	治疗会心(PVP)	威望									4	3	4												736	17	17	1624	0	0	0	0	6	1	0		64				1							0			256
15801	锦绣河山·黯玄坠	104990	0					7	0	158	150	3	0	0			1		1733		4	atInvalid			atInvalid			atInvalid												5	1											177	156	10595	12049	12085	0	0	0	0	0	0	0							唐门	内功	会心(PVP)	威望									4	3	4												736	24	17	5519	0	0	0	0	6	1	0		128				1							0			512
15802	锦绣河山·雷相坠	104991	0					7	0	158	150	3	0	0			1		1734		4	atInvalid			atInvalid			atInvalid												5	1											177	132	501	654	12085	0	0	0	0	0	0	0							唐门	外功	会心(PVP)	威望									4	3	4												736	23	17	5519	0	0	0	0	6	1	0		128				1							0			512
15803	锦绣河山·揽霞坠	104992	0					7	0	158	150	3	0	0			1		1735		4	atInvalid			atInvalid			atInvalid												5	1											177	183	501	654	12085	0	0	0	0	0	0	0							藏剑	外功	会心(PVP)	威望									4	3	4												736	22	17	5519	0	0	0	0	6	1	0		256				1							0			192
15804	锦绣河山·暮蝉坠	104993	0					7	0	158	150	3	0	0			1		1736		4	atInvalid			atInvalid			atInvalid												5	1											177	132	501	654	12085	0	0	0	0	0	0	0							丐帮	外功	会心(PVP)	威望									4	3	4												736	27	17	5519	0	0	0	0	6	1	0		512				1							0			2048
15805	锦绣河山·昭华坠	104994	0					7	0	158	150	3	0	0			1		1737		4	atInvalid			atInvalid			atInvalid												5	1											177	156	16718	12049	12085	0	0	0	0	0	0	0							明教	内功	会心(PVP)	威望									4	3	4												736	25	17	5519	0	0	0	0	6	1	0		1024				1							0			1024
15806	锦绣河山·骑云坠	104995	0					7	0	158	150	3	0	0			1		1738		4	atInvalid			atInvalid			atInvalid												5	1											177	183	501	654	12085	0	0	0	0	0	0	0							苍云	外功	会心(PVP)	威望									4	3	4												736	30	17	5519	0	0	0	0	6	1	0		2097152				1							0			4096
15807	锦绣河山·拂霜坠	104996	0					7	0	158	150	3	0	0			1		1739		4	atInvalid			atInvalid			atInvalid												5	1											177	87	1175	12049	12085	0	0	0	0	0	0	0							长歌	内功	会心(PVP)	威望									4	3	4												736	32	17	5519	0	0	0	0	6	1	0		4194304				1							0			8192
15808	锦绣河山·清迥坠	104997	0					7	0	158	150	3	0	0			1		1740		4	atInvalid			atInvalid			atInvalid												5	1											177	87	1772	12306	12085	0	0	0	0	0	0	0							长歌	治疗	治疗会心(PVP)	威望									4	3	4												736	33	17	1624	0	0	0	0	6	1	0		4194304				1							0			8192
15809	锦绣河山·缘觉坠	104980	0					7	0	158	150	3	0	0			1		1723		4	atInvalid			atInvalid			atInvalid												5	1											177	156	504	12039	12085	0	0	0	0	0	0	0							少林	内功	破防(PVP)	威望									4	3	4												736	12	17	5519	0	0	0	0	6	1	0		2				1							0			8
15810	锦绣河山·赤鸿坠	104981	0					7	0	158	150	3	0	0			1		1724		4	atInvalid			atInvalid			atInvalid												5	1											177	156	1667	12039	12085	0	0	0	0	0	0	0							万花	内功	破防(PVP)	威望									4	3	4												736	14	17	5519	0	0	0	0	6	1	0		4				1							0			16
15811	锦绣河山·紫鸾坠	104982	0					7	0	158	150	3	0	0			1		1725		4	atInvalid			atInvalid			atInvalid												5	1											177	87	960	12085	0	0	0	0	0	0	0	0							万花	治疗	治疗量(PVP)	威望									4	3	4												736	15	17	5519	0	0	0	0	6	1	0		4				1							0			16
15812	锦绣河山·凛风坠	104983	0					7	0	158	150	3	0	0			1		1726		4	atInvalid			atInvalid			atInvalid												5	1											177	132	501	9580	12085	0	0	0	0	0	0	0							天策	外功	破防(PVP)	威望									4	3	4												736	10	17	5519	0	0	0	0	6	1	0		8				1							0			2
15813	锦绣河山·沓星坠	104984	0					7	0	158	150	3	0	0			1		1727		4	atInvalid			atInvalid			atInvalid												5	1											177	87	1667	12039	12085	0	0	0	0	0	0	0							纯阳	内功	破防(PVP)	威望									4	3	4												736	19	17	5519	0	0	0	0	6	1	0		16				1							0			4
15814	锦绣河山·璀月坠	104985	0					7	0	158	150	3	0	0			1		1728		4	atInvalid			atInvalid			atInvalid												5	1											177	183	501	9580	12085	0	0	0	0	0	0	0							纯阳	外功	破防(PVP)	威望									4	3	4												736	18	17	5519	0	0	0	0	6	1	0		16				1							0			4
15815	锦绣河山·蕙兰坠	104986	0					7	0	158	150	3	0	0			1		1729		4	atInvalid			atInvalid			atInvalid												5	1											177	87	1175	12039	12085	0	0	0	0	0	0	0							七秀	内功	破防(PVP)	威望									4	3	4												736	20	17	5519	0	0	0	0	6	1	0		32				1							0			32
15816	锦绣河山·芷萱坠	104987	0					7	0	158	150	3	0	0			1		1730		4	atInvalid			atInvalid			atInvalid												5	1											177	87	960	12085	0	0	0	0	0	0	0	0							七秀	治疗	治疗量(PVP)	威望									4	3	4												736	21	17	5519	0	0	0	0	6	1	0		32				1							0			32
15817	锦绣河山·飞萤坠	104988	0					7	0	158	150	3	0	0			1		1731		4	atInvalid			atInvalid			atInvalid												5	1											177	87	10595	12039	12085	0	0	0	0	0	0	0							五毒	内功	破防(PVP)	威望									4	3	4												736	16	17	5519	0	0	0	0	6	1	0		64				1							0			256
15818	锦绣河山·挽蝶坠	104989	0					7	0	158	150	3	0	0			1		1732		4	atInvalid			atInvalid			atInvalid												5	1											177	87	960	12085	0	0	0	0	0	0	0	0							五毒	治疗	治疗量(PVP)	威望									4	3	4												736	17	17	5519	0	0	0	0	6	1	0		64				1							0			256
15819	锦绣河山·黯玄坠	104990	0					7	0	158	150	3	0	0			1		1733		4	atInvalid			atInvalid			atInvalid												5	1											177	156	10595	12039	12085	0	0	0	0	0	0	0							唐门	内功	破防(PVP)	威望									4	3	4												736	24	17	5519	0	0	0	0	6	1	0		128				1							0			512
15820	锦绣河山·雷相坠	104991	0					7	0	158	150	3	0	0			1		1734		4	atInvalid			atInvalid			atInvalid												5	1											177	132	501	9580	12085	0	0	0	0	0	0	0							唐门	外功	破防(PVP)	威望									4	3	4												736	23	17	5519	0	0	0	0	6	1	0		128				1							0			512
15821	锦绣河山·揽霞坠	104992	0					7	0	158	150	3	0	0			1		1735		4	atInvalid			atInvalid			atInvalid												5	1											177	183	501	9580	12085	0	0	0	0	0	0	0							藏剑	外功	破防(PVP)	威望									4	3	4												736	22	17	5519	0	0	0	0	6	1	0		256				1							0			192
15822	锦绣河山·暮蝉坠	104993	0					7	0	158	150	3	0	0			1		1736		4	atInvalid			atInvalid			atInvalid												5	1											177	132	501	9580	12085	0	0	0	0	0	0	0							丐帮	外功	破防(PVP)	威望									4	3	4												736	27	17	5519	0	0	0	0	6	1	0		512				1							0			2048
15823	锦绣河山·昭华坠	104994	0					7	0	158	150	3	0	0			1		1737		4	atInvalid			atInvalid			atInvalid												5	1											177	156	16718	12039	12085	0	0	0	0	0	0	0							明教	内功	破防(PVP)	威望									4	3	4												736	25	17	5519	0	0	0	0	6	1	0		1024				1							0			1024
15824	锦绣河山·骑云坠	104995	0					7	0	158	150	3	0	0			1		1738		4	atInvalid			atInvalid			atInvalid												5	1											177	183	501	9580	12085	0	0	0	0	0	0	0							苍云	外功	破防(PVP)	威望									4	3	4												736	30	17	5519	0	0	0	0	6	1	0		2097152				1							0			4096
15825	锦绣河山·拂霜坠	104996	0					7	0	158	150	3	0	0			1		1739		4	atInvalid			atInvalid			atInvalid												5	1											177	87	1175	12039	12085	0	0	0	0	0	0	0							长歌	内功	破防(PVP)	威望									4	3	4												736	32	17	5519	0	0	0	0	6	1	0		4194304				1							0			8192
15826	锦绣河山·清迥坠	104997	0					7	0	158	150	3	0	0			1		1740		4	atInvalid			atInvalid			atInvalid												5	1											177	87	960	12085	0	0	0	0	0	0	0	0							长歌	治疗	治疗量(PVP)	威望									4	3	4												736	33	17	5519	0	0	0	0	6	1	0		4194304				1							0			8192
15827	锦绣河山·缘觉戒	105034	0					5	0	132	150	3	0	0			1		1723		4	atInvalid			atInvalid			atInvalid												5	1											177	156	504	12039	12085	0	0	0	0	0	0	0							少林	内功	命中(PVP)	威望									4	2	4												736	12							6	1	0		2				1							0			8
15828	锦绣河山·赤鸿戒	105035	0					5	0	132	150	3	0	0			1		1724		4	atInvalid			atInvalid			atInvalid												5	1											177	156	1667	12039	12085	0	0	0	0	0	0	0							万花	内功	命中(PVP)	威望									4	2	4												736	14							6	1	0		4				1							0			16
15829	锦绣河山·紫鸾戒	105036	0					5	0	132	150	3	0	0			1		1725		4	atInvalid			atInvalid			atInvalid												5	1											177	87	960	12085	0	0	0	0	0	0	0	0							万花	治疗	治疗命中(PVP)	威望									4	2	4												736	15							6	1	0		4				1							0			16
15830	锦绣河山·凛风戒	105037	0					5	0	132	150	3	0	0			1		1726		4	atInvalid			atInvalid			atInvalid												5	1											177	132	501	9580	12085	0	0	0	0	0	0	0							天策	外功	命中(PVP)	威望									4	2	4												736	10							6	1	0		8				1							0			2
15831	锦绣河山·沓星戒	105038	0					5	0	132	150	3	0	0			1		1727		4	atInvalid			atInvalid			atInvalid												5	1											177	87	1667	12039	12085	0	0	0	0	0	0	0							纯阳	内功	命中(PVP)	威望									4	2	4												736	19							6	1	0		16				1							0			4
15832	锦绣河山·璀月戒	105039	0					5	0	132	150	3	0	0			1		1728		4	atInvalid			atInvalid			atInvalid												5	1											177	183	501	9580	12085	0	0	0	0	0	0	0							纯阳	外功	命中(PVP)	威望									4	2	4												736	18							6	1	0		16				1							0			4
15833	锦绣河山·蕙兰戒	105040	0					5	0	132	150	3	0	0			1		1729		4	atInvalid			atInvalid			atInvalid												5	1											177	87	1175	12039	12085	0	0	0	0	0	0	0							七秀	内功	命中(PVP)	威望									4	2	4												736	20							6	1	0		32				1							0			32
15834	锦绣河山·芷萱戒	105041	0					5	0	132	150	3	0	0			1		1730		4	atInvalid			atInvalid			atInvalid												5	1											177	87	960	12085	0	0	0	0	0	0	0	0							七秀	治疗	治疗命中(PVP)	威望									4	2	4												736	21							6	1	0		32				1							0			32
15835	锦绣河山·飞萤戒	105042	0					5	0	132	150	3	0	0			1		1731		4	atInvalid			atInvalid			atInvalid												5	1											177	87	10595	12039	12085	0	0	0	0	0	0	0							五毒	内功	命中(PVP)	威望									4	2	4												736	16							6	1	0		64				1							0			256
15836	锦绣河山·挽蝶戒	105043	0					5	0	132	150	3	0	0			1		1732		4	atInvalid			atInvalid			atInvalid												5	1											177	87	960	12085	0	0	0	0	0	0	0	0							五毒	治疗	治疗命中(PVP)	威望									4	2	4												736	17							6	1	0		64				1							0			256
15837	锦绣河山·黯玄戒	105044	0					5	0	132	150	3	0	0			1		1733		4	atInvalid			atInvalid			atInvalid												5	1											177	156	10595	12039	12085	0	0	0	0	0	0	0							唐门	内功	命中(PVP)	威望									4	2	4												736	24							6	1	0		128				1							0			512
15838	锦绣河山·雷相戒	105045	0					5	0	132	150	3	0	0			1		1734		4	atInvalid			atInvalid			atInvalid												5	1											177	132	501	9580	12085	0	0	0	0	0	0	0							唐门	外功	命中(PVP)	威望									4	2	4												736	23							6	1	0		128				1							0			512
15839	锦绣河山·揽霞戒	105046	0					5	0	132	150	3	0	0			1		1735		4	atInvalid			atInvalid			atInvalid												5	1											177	183	501	9580	12085	0	0	0	0	0	0	0							藏剑	外功	命中(PVP)	威望									4	2	4												736	22							6	1	0		256				1							0			192
15840	锦绣河山·暮蝉戒	105047	0					5	0	132	150	3	0	0			1		1736		4	atInvalid			atInvalid			atInvalid												5	1											177	132	501	9580	12085	0	0	0	0	0	0	0							丐帮	外功	命中(PVP)	威望									4	2	4												736	27							6	1	0		512				1							0			2048
15841	锦绣河山·昭华戒	105048	0					5	0	132	150	3	0	0			1		1737		4	atInvalid			atInvalid			atInvalid												5	1											177	156	16718	12039	12085	0	0	0	0	0	0	0							明教	内功	命中(PVP)	威望									4	2	4												736	25							6	1	0		1024				1							0			1024
15842	锦绣河山·骑云戒	105049	0					5	0	132	150	3	0	0			1		1738		4	atInvalid			atInvalid			atInvalid												5	1											177	183	501	9580	12085	0	0	0	0	0	0	0							苍云	外功	命中(PVP)	威望									4	2	4												736	30							6	1	0		2097152				1							0			4096
15843	锦绣河山·拂霜戒	105050	0					5	0	132	150	3	0	0			1		1739		4	atInvalid			atInvalid			atInvalid												5	1											177	87	1175	12039	12085	0	0	0	0	0	0	0							长歌	内功	命中(PVP)	威望									4	2	4												736	32							6	1	0		4194304				1							0			8192
15844	锦绣河山·清迥戒	105051	0					5	0	132	150	3	0	0			1		1740		4	atInvalid			atInvalid			atInvalid												5	1											177	87	960	12085	0	0	0	0	0	0	0	0							长歌	治疗	治疗命中(PVP)	威望									4	2	4												736	33							6	1	0		4194304				1							0			8192
15845	锦绣河山·缘觉戒	105034	0					5	0	132	150	3	0	0			1		1723		4	atInvalid			atInvalid			atInvalid												5	1											177	156	504	12049	12085	0	0	0	0	0	0	0							少林	内功	会心(PVP)	威望									4	2	4												736	12							6	1	0		2				1							0			8
15846	锦绣河山·赤鸿链	105035	0					5	0	132	150	3	0	0			1		1724		4	atInvalid			atInvalid			atInvalid												5	1											177	156	1667	12049	12085	0	0	0	0	0	0	0							万花	内功	会心(PVP)	威望									4	2	4												736	14							6	1	0		4				1							0			16
15847	锦绣河山·紫鸾链	105036	0					5	0	132	150	3	0	0			1		1725		4	atInvalid			atInvalid			atInvalid												5	1											177	87	1772	12306	12085	0	0	0	0	0	0	0							万花	治疗	治疗会心(PVP)	威望									4	2	4												736	15							6	1	0		4				1							0			16
15848	锦绣河山·凛风戒	105037	0					5	0	132	150	3	0	0			1		1726		4	atInvalid			atInvalid			atInvalid												5	1											177	132	501	654	12085	0	0	0	0	0	0	0							天策	外功	会心(PVP)	威望									4	2	4												736	10							6	1	0		8				1							0			2
15849	锦绣河山·沓星戒	105038	0					5	0	132	150	3	0	0			1		1727		4	atInvalid			atInvalid			atInvalid												5	1											177	87	1667	12049	12085	0	0	0	0	0	0	0							纯阳	内功	会心(PVP)	威望									4	2	4												736	19							6	1	0		16				1							0			4
15850	锦绣河山·璀月戒	105039	0					5	0	132	150	3	0	0			1		1728		4	atInvalid			atInvalid			atInvalid												5	1											177	183	501	654	12085	0	0	0	0	0	0	0							纯阳	外功	会心(PVP)	威望									4	2	4												736	18							6	1	0		16				1							0			4
15851	锦绣河山·蕙兰戒	105040	0					5	0	132	150	3	0	0			1		1729		4	atInvalid			atInvalid			atInvalid												5	1											177	87	1175	12049	12085	0	0	0	0	0	0	0							七秀	内功	会心(PVP)	威望									4	2	4												736	20							6	1	0		32				1							0			32
15852	锦绣河山·芷萱戒	105041	0					5	0	132	150	3	0	0			1		1730		4	atInvalid			atInvalid			atInvalid												5	1											177	87	1772	12306	12085	0	0	0	0	0	0	0							七秀	治疗	治疗会心(PVP)	威望									4	2	4												736	21							6	1	0		32				1							0			32
15853	锦绣河山·飞萤戒	105042	0					5	0	132	150	3	0	0			1		1731		4	atInvalid			atInvalid			atInvalid												5	1											177	87	10595	12049	12085	0	0	0	0	0	0	0							五毒	内功	会心(PVP)	威望									4	2	4												736	16							6	1	0		64				1							0			256
15854	锦绣河山·挽蝶戒	105043	0					5	0	132	150	3	0	0			1		1732		4	atInvalid			atInvalid			atInvalid												5	1											177	87	1772	12306	12085	0	0	0	0	0	0	0							五毒	治疗	治疗会心(PVP)	威望									4	2	4												736	17							6	1	0		64				1							0			256
15855	锦绣河山·黯玄戒	105044	0					5	0	132	150	3	0	0			1		1733		4	atInvalid			atInvalid			atInvalid												5	1											177	156	10595	12049	12085	0	0	0	0	0	0	0							唐门	内功	会心(PVP)	威望									4	2	4												736	24							6	1	0		128				1							0			512
15856	锦绣河山·雷相戒	105045	0					5	0	132	150	3	0	0			1		1734		4	atInvalid			atInvalid			atInvalid												5	1											177	132	501	654	12085	0	0	0	0	0	0	0							唐门	外功	会心(PVP)	威望									4	2	4												736	23							6	1	0		128				1							0			512
15857	锦绣河山·揽霞戒	105046	0					5	0	132	150	3	0	0			1		1735		4	atInvalid			atInvalid			atInvalid												5	1											177	183	501	654	12085	0	0	0	0	0	0	0							藏剑	外功	会心(PVP)	威望									4	2	4												736	22							6	1	0		256				1							0			192
15858	锦绣河山·暮蝉戒	105047	0					5	0	132	150	3	0	0			1		1736		4	atInvalid			atInvalid			atInvalid												5	1											177	132	501	654	12085	0	0	0	0	0	0	0							丐帮	外功	会心(PVP)	威望									4	2	4												736	27							6	1	0		512				1							0			2048
15859	锦绣河山·昭华戒	105048	0					5	0	132	150	3	0	0			1		1737		4	atInvalid			atInvalid			atInvalid												5	1											177	156	16718	12049	12085	0	0	0	0	0	0	0							明教	内功	会心(PVP)	威望									4	2	4												736	25							6	1	0		1024				1							0			1024
15860	锦绣河山·骑云戒	105049	0					5	0	132	150	3	0	0			1		1738		4	atInvalid			atInvalid			atInvalid												5	1											177	183	501	654	12085	0	0	0	0	0	0	0							苍云	外功	会心(PVP)	威望									4	2	4												736	30							6	1	0		2097152				1							0			4096
15861	锦绣河山·拂霜戒	105050	0					5	0	132	150	3	0	0			1		1739		4	atInvalid			atInvalid			atInvalid												5	1											177	87	1175	12049	12085	0	0	0	0	0	0	0							长歌	内功	会心(PVP)	威望									4	2	4												736	32							6	1	0		4194304				1							0			8192
15862	锦绣河山·清迥戒	105051	0					5	0	132	150	3	0	0			1		1740		4	atInvalid			atInvalid			atInvalid												5	1											177	87	1772	12306	12085	0	0	0	0	0	0	0							长歌	治疗	治疗会心(PVP)	威望									4	2	4												736	33							6	1	0		4194304				1							0			8192
15863	锦绣河山·缘觉戒	105034	0					5	0	132	150	3	0	0			1		1723		4	atInvalid			atInvalid			atInvalid												5	1											177	156	504	12039	12085	0	0	0	0	0	0	0							少林	内功	破防(PVP)	威望									4	2	4												736	12							6	1	0		2				1							0			8
15864	锦绣河山·赤鸿戒	105035	0					5	0	132	150	3	0	0			1		1724		4	atInvalid			atInvalid			atInvalid												5	1											177	156	1667	12039	12085	0	0	0	0	0	0	0							万花	内功	破防(PVP)	威望									4	2	4												736	14							6	1	0		4				1							0			16
15865	锦绣河山·紫鸾戒	105036	0					5	0	132	150	3	0	0			1		1725		4	atInvalid			atInvalid			atInvalid												5	1											177	87	960	12085	0	0	0	0	0	0	0	0							万花	治疗	治疗量(PVP)	威望									4	2	4												736	15							6	1	0		4				1							0			16
15866	锦绣河山·凛风戒	105037	0					5	0	132	150	3	0	0			1		1726		4	atInvalid			atInvalid			atInvalid												5	1											177	132	501	9580	12085	0	0	0	0	0	0	0							天策	外功	破防(PVP)	威望									4	2	4												736	10							6	1	0		8				1							0			2
15867	锦绣河山·沓星戒	105038	0					5	0	132	150	3	0	0			1		1727		4	atInvalid			atInvalid			atInvalid												5	1											177	87	1667	12039	12085	0	0	0	0	0	0	0							纯阳	内功	破防(PVP)	威望									4	2	4												736	19							6	1	0		16				1							0			4
15868	锦绣河山·璀月戒	105039	0					5	0	132	150	3	0	0			1		1728		4	atInvalid			atInvalid			atInvalid												5	1											177	183	501	9580	12085	0	0	0	0	0	0	0							纯阳	外功	破防(PVP)	威望									4	2	4												736	18							6	1	0		16				1							0			4
15869	锦绣河山·蕙兰戒	105040	0					5	0	132	150	3	0	0			1		1729		4	atInvalid			atInvalid			atInvalid												5	1											177	87	1175	12039	12085	0	0	0	0	0	0	0							七秀	内功	破防(PVP)	威望									4	2	4												736	20							6	1	0		32				1							0			32
15870	锦绣河山·芷萱戒	105041	0					5	0	132	150	3	0	0			1		1730		4	atInvalid			atInvalid			atInvalid												5	1											177	87	960	12085	0	0	0	0	0	0	0	0							七秀	治疗	治疗量(PVP)	威望									4	2	4												736	21							6	1	0		32				1							0			32
15871	锦绣河山·飞萤戒	105042	0					5	0	132	150	3	0	0			1		1731		4	atInvalid			atInvalid			atInvalid												5	1											177	87	10595	12039	12085	0	0	0	0	0	0	0							五毒	内功	破防(PVP)	威望									4	2	4												736	16							6	1	0		64				1							0			256
15872	锦绣河山·挽蝶戒	105043	0					5	0	132	150	3	0	0			1		1732		4	atInvalid			atInvalid			atInvalid												5	1											177	87	960	12085	0	0	0	0	0	0	0	0							五毒	治疗	治疗量(PVP)	威望									4	2	4												736	17							6	1	0		64				1							0			256
15873	锦绣河山·黯玄戒	105044	0					5	0	132	150	3	0	0			1		1733		4	atInvalid			atInvalid			atInvalid												5	1											177	156	10595	12039	12085	0	0	0	0	0	0	0							唐门	内功	破防(PVP)	威望									4	2	4												736	24							6	1	0		128				1							0			512
15874	锦绣河山·雷相戒	105045	0					5	0	132	150	3	0	0			1		1734		4	atInvalid			atInvalid			atInvalid												5	1											177	132	501	9580	12085	0	0	0	0	0	0	0							唐门	外功	破防(PVP)	威望									4	2	4												736	23							6	1	0		128				1							0			512
15875	锦绣河山·揽霞戒	105046	0					5	0	132	150	3	0	0			1		1735		4	atInvalid			atInvalid			atInvalid												5	1											177	183	501	9580	12085	0	0	0	0	0	0	0							藏剑	外功	破防(PVP)	威望									4	2	4												736	22							6	1	0		256				1							0			192
15876	锦绣河山·暮蝉戒	105047	0					5	0	132	150	3	0	0			1		1736		4	atInvalid			atInvalid			atInvalid												5	1											177	132	501	9580	12085	0	0	0	0	0	0	0							丐帮	外功	破防(PVP)	威望									4	2	4												736	27							6	1	0		512				1							0			2048
15877	锦绣河山·昭华戒	105048	0					5	0	132	150	3	0	0			1		1737		4	atInvalid			atInvalid			atInvalid												5	1											177	156	16718	12039	12085	0	0	0	0	0	0	0							明教	内功	破防(PVP)	威望									4	2	4												736	25							6	1	0		1024				1							0			1024
